id,time_iso,longitude,latitude,depth,mag,mag_type,strike1,dip1,rake1,strike2,dip2,rake2,T_plunge,T_azimuth,N_plunge,N_azimuth,P_plunge,P_azimuth,Mrr,Mtt,Mpp,Mrt,Mrp,Mtp,source,dups,class
C200604301917A,2006-04-30T19:17:25,-71.52,-27.17,15.4,6.7,mw,11.0,14.0,106.0,175.0,76.0,86.0,59.0,79.0,4.0,176.0,31.0,268.0,4.55e+18,3.3e+17,-4.88e+18,9.8e+17,-8.86e+18,-2.1e+17,gcmt,neic:10698202,subduction_interface
C200604302132A,2006-04-30T21:33:00,-71.77,-27.32,19.7,5.9,mw,352.0,22.0,88.0,173.0,68.0,91.0,67.0,85.0,1.0,353.0,23.0,263.0,5.5e+17,-2.25e+16,-5.28e+17,6.36e+16,-5.77e+17,6.860000000000001e+16,gcmt,,subduction_interface
C200604302141A,2006-04-30T21:41:07,-71.55,-27.28,13.4,6.7,mw,14.0,18.0,112.0,171.0,73.0,83.0,61.0,70.0,7.0,173.0,28.0,267.0,3.44e+18,4.98e+17,-3.94e+18,1.01e+18,-5.28e+18,-1.22e+17,gcmt,neic:8321414,subduction_interface
C200604302304A,2006-04-30T23:04:48,-71.61,-27.42,21.8,5.8,mw,357.0,18.0,96.0,171.0,72.0,88.0,63.0,78.0,2.0,171.0,27.0,262.0,3.26e+17,1.65e+16,-3.42e+17,8.11e+16,-4.63e+17,4.02e+16,gcmt,,subduction_interface
C200605020411A,2006-05-02T04:11:21,-71.84,-27.58,16.0,4.9,mw,352.0,20.0,81.0,181.0,71.0,93.0,64.0,96.0,3.0,0.0,26.0,269.0,5.19e+16,540000000000000.0,-5.24e+16,-3010000000000000.0,-6.5e+16,2940000000000000.0,gcmt,,subduction_interface
C200605021342A,2006-05-02T13:42:40,-71.85,-27.64,12.0,5.0,mw,359.0,21.0,92.0,177.0,69.0,89.0,66.0,85.0,1.0,177.0,24.0,267.0,6.64e+16,3500000000000000.5,-6.979999999999999e+16,4900000000000000.0,-7.33e+16,3000000000000000.0,gcmt,,subduction_interface
C200605181826A,2006-05-18T18:26:23,-72.14,-32.34,23.5,4.9,mw,11.0,24.0,109.0,170.0,68.0,82.0,66.0,66.0,7.0,173.0,22.0,266.0,3.29e+16,-1680000000000000.0,-3.13e+16,8460000000000000.0,-3.11e+16,-730000000000000.0,gcmt,gmt:200605181826A,subduction_interface
C200703291746A,2007-03-29T17:46:27,-72.12,-31.69,19.8,5.2,mw,336.0,15.0,59.0,188.0,78.0,98.0,57.0,108.0,7.0,7.0,32.0,272.0,4.08e+16,7500000000000000.0,-4.83e+16,-1.53e+16,-9.18e+16,6000000000000000.0,gcmt,gmt:200703291746A,subduction_interface
C200708081414A,2007-08-08T14:14:23,-71.92,-32.66,24.0,5.2,mw,335.0,17.0,78.0,167.0,74.0,93.0,61.0,82.0,3.0,346.0,29.0,255.0,5.83e+16,6900000000000001.0,-6.52e+16,2.2e+16,-1.01e+17,2.53e+16,gcmt,gmt:200708081414A,subduction_interface
C200712200306A,2007-12-20T03:07:00,-72.01,-32.85,25.0,5.3,mw,351.0,12.0,80.0,181.0,78.0,92.0,57.0,93.0,2.0,0.0,33.0,269.0,6.61e+16,2.04e+16,-8.66e+16,-2500000000000000.0,-1.78e+17,5500000000000000.0,gcmt,gmt:200712200306A,subduction_interface
C200803290134A,2008-03-29T01:34:35,-74.1,-43.08,27.4,5.1,mw,5.0,32.0,90.0,184.0,58.0,90.0,77.0,94.0,0.0,184.0,13.0,274.0,,,,,,,us,gmt:200803290134A,subduction_interface
C200812182119A,2008-12-18T21:19:33,-72.13,-32.63,22.5,6.2,mw,360.0,19.0,94.0,175.0,71.0,89.0,64.0,83.0,1.0,176.0,26.0,267.0,1.13e+18,1.18e+17,-1.25e+18,1.33e+17,-1.54e+18,6.2e+16,gcmt,us:pde20081218211928380_18;neic:13813917;gmt:200812182119A,subduction_interface
C200812182150A,2008-12-18T21:50:34,-72.11,-32.62,20.7,6.0,mw,350.0,18.0,83.0,177.0,72.0,92.0,63.0,90.0,2.0,356.0,27.0,265.0,4.43e+17,7500000000000000.0,-4.51e+17,2.46e+16,-6.1e+17,5.29e+16,gcmt,neic:12078106;gmt:200812182150A,subduction_interface
C200812190730A,2008-12-19T07:30:11,-72.24,-32.66,22.0,5.1,mw,359.0,20.0,90.0,179.0,70.0,90.0,65.0,89.0,0.0,179.0,25.0,269.0,9.47e+16,6400000000000000.0,-1.01e+17,1500000000000000.0,-1.17e+17,1200000000000000.0,gcmt,gmt:200812190730A,subduction_interface
