id,time_iso,longitude,latitude,depth,mag,mag_type,strike1,dip1,rake1,strike2,dip2,rake2,T_plunge,T_azimuth,N_plunge,N_azimuth,P_plunge,P_azimuth,Mrr,Mtt,Mpp,Mrt,Mrp,Mtp,source,dups,class
B120402F,2002-12-04T21:03:03,-67.6,-30.06,29.5,4.9,Mw,285.0,28.0,62.0,135.0,65.0,104.0,67.0,71.0,13.0,309.0,19.0,215.0,,,,,,,USGS,,forearc
20031101031912,2003-11-01T03:19:11,-68.18,-35.48,49.7,5.1,Mw,250.0,65.0,-164.0,153.0,75.0,-26.0,7.0,203.0,61.0,305.0,29.0,109.0,-1.36e+16,4.07e+16,-2.71e+16,280000000000000.0,2.09e+16,-3.13e+16,USGS,OTHER:110103B,forearc
7312467,2004-03-17T16:49:45,-66.699,-32.01,31.7,5.5,Mw,44.0,60.0,167.0,141.0,79.0,31.0,29.0,7.0,57.0,158.0,13.0,269.0,3499999999.9999995,13500000000.000002,-17000000000.0,7700000000.0,-4900000000.0,-1400000000.0000002,NEIC,,forearc
C041504G,2004-04-15T21:39:23,-67.55,-30.35,37.1,5.4,Mw,185.0,43.0,114.0,334.0,51.0,69.0,74.0,182.0,16.0,348.0,4.0,79.0,1.2e+17,-100000000000000.0,-1.2e+17,-3.92e+16,9500000000000000.0,2.23e+16,GCMT,,forearc
C060104D,2004-06-01T17:04:54,-68.03,-32.07,38.0,5.0,Mw,347.0,39.0,112.0,140.0,54.0,73.0,74.0,0.0,14.0,150.0,8.0,242.0,,,,,,,GCMT,,forearc
pde20040615111631500_37,2004-06-15T11:16:31,-73.155,-38.854,38.0,6.1,mwb,280.0,65.0,60.0,154.0,38.0,137.0,26.201922948735767,327.21897129272014,37.273196724871205,79.21350376469371,41.45437299199455,211.4541934855013,,,,,,,USGS,NEIC:7356787,forearc
C090704G,2004-09-07T11:53:11,-65.79,-28.91,20.0,6.1,Mw,216.0,37.0,80.0,48.0,54.0,97.0,79.0,348.0,6.0,224.0,9.0,133.0,1.49e+18,-6.55e+17,-8.39e+17,4.51e+17,2.7000000000000003e+17,-9.42e+17,GCMT,NEIC:7399276,forearc
C091004D,2004-09-10T10:44:16,-73.24,-38.06,12.0,4.9,Mw,30.0,48.0,62.0,248.0,49.0,118.0,70.0,228.0,20.0,49.0,1.0,319.0,8.16e+16,-4.78e+16,-3.3800000000000004e+16,-2.11e+16,2.17e+16,-5.2e+16,GCMT,,forearc
C102904B,2004-10-29T08:55:43,-67.56,-30.81,38.3,4.9,Mw,6.0,33.0,87.0,189.0,57.0,92.0,78.0,106.0,2.0,8.0,12.0,278.0,2.27e+16,-4220000000000000.0,-1.85e+16,-2060000000000000.0,-9130000000000000.0,-1790000000000000.0,GCMT,,forearc
C200502040915A,2005-02-04T09:15:40,-73.53,-37.84,17.3,5.1,Mw,356.0,42.0,11.0,258.0,83.0,131.0,38.0,204.0,41.0,72.0,26.0,316.0,5250000000000000.0,5040000000000000.0,-1.03e+16,-2.46e+16,1160000000000000.0,-1.93e+16,GCMT,,forearc
