id,time_iso,longitude,latitude,depth,mag,mag_type,lon_error,lat_error,depth_error,mag_error,strike1,dip1,rake1,strike2,dip2,rake2,Mrr,Mtt,Mpp,Mrt,Mrp,Mtp,source,duplicate_id
C201007092257A,2010-07-09T22:57:17,-75.59,-46.06,14.9,5.3,mwc,,,3.9,,79.0,59.0,-176.0,347.0,86.0,-31.0,,,,,,,anss,462_anss
pde20100714083221490_22,2010-07-14T08:32:21,-73.31,-38.067,22.0,6.6,mwc,,,,,180.0,75.0,90.0,360.0,15.0,90.0,,,,,,,anss,463_anss
C201007140832A,2010-07-14T08:32:27,-73.89,-38.35,15.3,6.6,mw,0.01,0.0,0.3,,7.0,9.0,97.0,180.0,81.0,89.0,3.15e+18,1.1e+17,-3.26e+18,5e+16,-1.03e+19,-2e+17,gcmt,463_gcmt
C201007141505A,2010-07-14T15:05:50,-73.23,-38.22,35.0,5.8,mwc,,,,,353.0,14.0,88.0,175.0,76.0,91.0,,,,,,,anss,464_anss
C201007141505A,2010-07-14T15:05:52,-73.8,-38.39,23.4,5.8,mw,0.01,0.01,0.6,,353.0,14.0,88.0,175.0,76.0,91.0,2.4e+17,1.83e+16,-2.59e+17,3.84e+16,-4.77e+17,2.83e+16,gcmt,464_gcmt
C201007150036A,2010-07-15T00:36:02,-72.3,-34.15,8.8,5.4,mwc,,,,,18.0,24.0,121.0,164.0,70.0,77.0,,,,,,,anss,465_anss
C201007150036A,2010-07-15T00:36:09,-72.35,-34.27,23.4,5.4,mw,0.01,0.01,0.9,,18.0,24.0,121.0,164.0,70.0,77.0,8.34e+16,4.49e+16,-1.28e+17,3.21e+16,-1.1399999999999998e+17,9000000000000000.0,gcmt,465_gcmt
C201008050601A,2010-08-05T06:01:47,-73.28,-37.44,18.0,5.9,mwc,,,,,6.0,13.0,97.0,179.0,78.0,88.0,,,,,,,anss,466_anss
C201008050601A,2010-08-05T06:01:52,-73.69,-37.7,17.7,5.9,mw,0.01,0.01,0.6,,6.0,13.0,97.0,179.0,78.0,88.0,3.63e+17,1.48e+16,-3.78e+17,2.1e+16,-7.94e+17,-1.64e+16,gcmt,466_gcmt
C201008050627A,2010-08-05T06:27:16,-73.32,-37.43,23.7,5.4,mwc,,,,,355.0,30.0,86.0,180.0,60.0,92.0,,,,,,,anss,467_anss
C201008050627A,2010-08-05T06:27:26,-73.76,-37.57,29.6,5.4,mw,0.02,0.02,0.7,,355.0,30.0,86.0,180.0,60.0,92.0,1.54e+17,-1.48e+16,-1.3899999999999998e+17,-3900000000000000.0,-8.65e+16,5800000000000000.0,gcmt,467_gcmt
C201008150750A,2010-08-15T07:50:36,-71.08,-36.82,10.0,5.2,mwc,,,11.6,,290.0,58.0,-9.0,25.0,82.0,-148.0,,,,,,,anss,468_anss
C201008150750A,2010-08-15T07:50:41,-71.47,-37.09,16.2,5.2,mw,0.02,0.01,0.9,,290.0,58.0,-9.0,25.0,82.0,-148.0,-1.84e+16,6.08e+16,-4.24e+16,-1.49e+16,-4.18e+16,5.540000000000001e+16,gcmt,468_gcmt
C201009060320A,2010-09-06T03:20:46,-73.42,-37.78,39.3,5.0,mwc,,,,,19.0,28.0,114.0,173.0,65.0,78.0,,,,,,,anss,469_anss
C201009060320A,2010-09-06T03:20:59,-73.56,-37.79,27.2,5.0,mw,0.07,0.05,2.4,,19.0,28.0,114.0,173.0,65.0,78.0,2.21e+16,1.45e+16,-3.66e+16,2520000000000000.0,-2.33e+16,-2340000000000000.0,gcmt,469_gcmt
pde20100909072801720_16,2010-09-09T07:28:01,-73.412,-37.034,16.0,6.2,mwb,,,,,175.0,85.0,90.0,355.0,5.0,90.0,,,,,,,anss,470_anss
C201009090728A,2010-09-09T07:28:05,-74.16,-37.27,12.0,6.2,mw,0.0,0.0,0.0,,11.0,14.0,99.0,182.0,76.0,88.0,1.08e+18,3.8e+16,-1.12e+18,-5e+16,-2.03e+18,-1.31e+17,gcmt,470_gcmt
C201009131644A,2010-09-13T16:44:47,-70.26,-31.85,100.9,5.1,mwc,,,,,260.0,68.0,15.0,165.0,76.0,158.0,,,,,,,anss,471_anss
C201009131644A,2010-09-13T16:44:49,-70.46,-31.82,125.8,5.1,mw,0.04,0.03,3.5,,260.0,68.0,15.0,165.0,76.0,158.0,1.04e+16,-2.59e+16,1.55e+16,-6760000000000000.0,-2.05e+16,4.49e+16,gcmt,471_gcmt
C201009140323A,2010-09-14T03:23:37,-73.52,-37.22,26.4,5.2,mwc,,,28.7,,359.0,19.0,83.0,186.0,71.0,92.0,,,,,,,anss,472_anss
C201009140323A,2010-09-14T03:23:38,-74.27,-37.32,12.5,5.2,mw,0.01,0.01,0.7,,359.0,19.0,83.0,186.0,71.0,92.0,5.610000000000001e+16,1799999999999999.8,-5.789999999999999e+16,-9000000000000000.0,-7.1e+16,-2800000000000000.0,gcmt,472_gcmt
C201009140337A,2010-09-14T03:37:05,-74.39,-37.52,13.3,5.1,mwc,,,,,352.0,19.0,76.0,187.0,72.0,95.0,,,,,,,anss,473_anss
C201009140337A,2010-09-14T03:37:14,-74.35,-37.32,16.0,5.1,mw,0.02,0.03,0.0,,352.0,19.0,76.0,187.0,72.0,95.0,3.34e+16,-1530000000000000.0,-3.19e+16,-6560000000000000.0,-4.34e+16,680000000000000.0,gcmt,473_gcmt
C201009170652A,2010-09-17T06:52:43,-74.17,-37.65,15.9,5.1,mw,0.04,0.03,1.6,,341.0,16.0,71.0,181.0,75.0,95.0,2.92e+16,-1190000000000000.0,-2.8e+16,-2620000000000000.0,-4.79e+16,4550000000000000.0,gcmt,474_gcmt
C201009170652A,2010-09-17T06:52:43,-73.6,-37.51,31.9,5.1,mwc,,,15.0,,341.0,16.0,71.0,181.0,75.0,95.0,,,,,,,anss,474_anss
C201009200542A,2010-09-20T05:42:56,-71.93,-33.64,30.4,5.1,mwc,,,,,348.0,22.0,78.0,182.0,69.0,95.0,,,,,,,anss,475_anss
C201009200542A,2010-09-20T05:43:00,-72.36,-33.84,22.4,5.1,mw,0.03,0.02,1.5,,348.0,22.0,78.0,182.0,69.0,95.0,3.71e+16,-470000000000000.0,-3.66e+16,-2819999999999999.5,-4.07e+16,3260000000000000.0,gcmt,475_gcmt
C201009231636A,2010-09-23T16:36:18,-71.62,-34.91,49.4,5.4,mwc,,,4.4,,19.0,30.0,113.0,173.0,63.0,78.0,,,,,,,anss,476_anss
C201009231636A,2010-09-23T16:36:21,-72.13,-35.05,53.3,5.4,mw,0.01,0.01,1.0,,19.0,30.0,113.0,173.0,63.0,78.0,1.05e+17,1.32e+16,-1.18e+17,1.97e+16,-7.69e+16,-1.3e+16,gcmt,476_gcmt
C201009260529A,2010-09-26T05:29:51,-72.76,-40.46,60.5,5.0,mwc,,,,,126.0,43.0,103.0,289.0,48.0,78.0,,,,,,,anss,477_anss
C201009260529A,2010-09-26T05:29:53,-73.14,-40.58,73.9,5.0,mw,0.03,0.02,1.8,,126.0,43.0,103.0,289.0,48.0,78.0,3.86e+16,-3.8e+16,-600000000000000.0,-5679999999999999.0,-1780000000000000.0,2.61e+16,gcmt,477_gcmt
C201009291629A,2010-09-29T16:29:49,-71.63,-34.77,43.9,5.1,mwc,,,,,62.0,42.0,134.0,190.0,61.0,58.0,,,,,,,anss,478_anss
C201009291629A,2010-09-29T16:29:56,-71.75,-34.49,56.9,5.1,mw,0.06,0.03,2.9,,62.0,42.0,134.0,190.0,61.0,58.0,3.32e+16,-6310000000000000.0,-2.69e+16,5970000000000000.0,-2.2e+16,-2.83e+16,gcmt,478_gcmt
C201009300026A,2010-09-30T00:26:10,-74.26,-36.25,20.2,5.6,mwc,,,,,9.0,17.0,98.0,180.0,73.0,87.0,,,,,,,anss,479_anss
C201009300026A,2010-09-30T00:26:20,-74.07,-36.51,12.4,5.6,mw,0.01,0.02,0.7,,9.0,17.0,98.0,180.0,73.0,87.0,1.65e+17,100000000000000.0,-1.65e+17,2800000000000000.0,-2.41e+17,-1.29e+16,gcmt,479_gcmt
C201010210249A,2010-10-21T02:49:56,-73.72,-34.74,10.4,5.9,mwc,,,,,2.0,45.0,-136.0,237.0,60.0,-54.0,,,,,,,anss,480_anss
C201010210249A,2010-10-21T02:50:01,-74.07,-34.82,12.0,5.9,mw,0.01,0.01,0.0,,2.0,45.0,-136.0,237.0,60.0,-54.0,-5.83e+17,-4e+16,6.23e+17,2.84e+17,1.15e+17,6.38e+17,gcmt,480_gcmt
C201010230558A,2010-10-23T05:58:27,-73.36,-37.74,15.0,5.5,mwc,,,,,31.0,16.0,123.0,177.0,76.0,81.0,,,,,,,anss,481_anss
C201010230558A,2010-10-23T05:58:31,-73.88,-37.91,21.2,5.5,mw,0.02,0.01,0.9,,31.0,16.0,123.0,177.0,76.0,81.0,1.08e+17,1.23e+16,-1.2e+17,1.92e+16,-2.15e+17,-3.09e+16,gcmt,481_gcmt
C201010231057A,2010-10-23T10:56:59,-73.87,-36.77,28.5,5.1,mw,0.04,0.03,1.5,,31.0,29.0,110.0,188.0,63.0,79.0,3.89e+16,-1810000000000000.0,-3.71e+16,-550000000000000.0,-2.97e+16,-1.42e+16,gcmt,482_gcmt
C201010231057A,2010-10-23T10:56:59,-73.41,-36.78,28.9,5.1,mwc,,,,,31.0,29.0,110.0,188.0,63.0,79.0,,,,,,,anss,482_anss
C201010310710A,2010-10-31T07:10:42,-72.39,-33.82,21.4,5.3,mw,0.02,0.01,0.8,,4.0,20.0,94.0,180.0,70.0,89.0,6.24e+16,3700000000000000.0,-6.6e+16,1200000000000000.0,-7.72e+16,-1900000000000000.0,gcmt,483_gcmt
pde20101031071040570_29,2010-10-31T07:10:42,-72.39,-33.82,21.4,5.3,mwc,,,,,4.0,20.0,94.0,180.0,70.0,89.0,6.24e+16,3700000000000000.0,-6.6e+16,1200000000000000.0,-7.72e+16,-1900000000000000.0,anss,483_anss
C201011100123A,2010-11-10T01:23:31,-73.36,-36.44,7.0,5.0,mwc,,,,,359.0,33.0,88.0,181.0,57.0,91.0,,,,,,,anss,484_anss
C201011100123A,2010-11-10T01:23:36,-73.55,-36.52,28.8,5.0,mw,0.03,0.03,1.0,,359.0,33.0,88.0,181.0,57.0,91.0,3.96e+16,-790000000000000.0,-3.88e+16,-920000000000000.0,-1.75e+16,-160000000000000.0,gcmt,484_gcmt
C201011280819A,2010-11-28T08:19:47,-71.74,-34.57,35.7,5.2,mwc,,,,,40.0,24.0,-70.0,198.0,68.0,-99.0,,,,,,,anss,485_anss
C201011280819A,2010-11-28T08:19:49,-72.29,-34.58,33.0,5.2,mw,0.02,0.02,1.0,,40.0,24.0,-70.0,198.0,68.0,-99.0,-4.31e+16,2680000000000000.0,4.04e+16,1.25e+16,4.62e+16,2.61e+16,gcmt,485_gcmt
C201012131851A,2010-12-13T18:51:05,-73.08,-33.99,29.3,5.2,mwc,,,,,38.0,28.0,-89.0,217.0,62.0,-90.0,,,,,,,anss,486_anss
C201012131851A,2010-12-13T18:51:05,-73.51,-34.07,12.0,5.2,mw,0.02,0.01,0.0,,38.0,28.0,-89.0,217.0,62.0,-90.0,-6.21e+16,2.17e+16,4.04e+16,2.63e+16,3.57e+16,3.34e+16,gcmt,486_gcmt
pde20110102202017780_24,2011-01-02T20:20:17,-73.326,-38.355,24.0,7.2,mww,,,,,175.0,80.0,90.0,355.0,10.0,90.0,,,,,,,anss,487_anss
C201101022020A,2011-01-02T20:20:26,-73.84,-38.71,19.4,7.1,mw,0.01,0.01,0.3,,5.0,13.0,97.0,178.0,77.0,88.0,2.84e+19,-4.9e+17,-2.79e+19,2.7e+18,-5.66e+19,-5.7e+17,gcmt,487_gcmt
C201101070942A,2011-01-07T09:42:23,-73.66,-35.87,12.3,5.4,mw,0.01,0.01,0.6,,22.0,21.0,107.0,184.0,70.0,83.0,8.72e+16,7000000000000001.0,-9.42e+16,-2600000000000000.0,-1.09e+17,-2.22e+16,gcmt,488_gcmt
pde20110107094219300_10,2011-01-07T09:42:23,-73.66,-35.87,12.3,5.4,mwc,,,,,22.0,21.0,107.0,184.0,70.0,83.0,8.7e+16,7000000000000000.0,-9.4e+16,-3000000000000000.0,-1.09e+17,-2.2e+16,anss,488_anss
C201101071405A,2011-01-07T14:05:40,-73.73,-35.72,34.8,5.1,mw,0.05,0.04,0.9,,26.0,37.0,90.0,206.0,53.0,90.0,6.92e+16,-2.43e+16,-4.49e+16,-7960000000000000.0,-1.51e+16,-1.33e+16,gcmt,489_gcmt
pde20110107140537000_37,2011-01-07T14:05:40,-73.73,-35.72,34.8,5.1,mwc,,,,,26.0,37.0,90.0,206.0,53.0,90.0,6.92e+16,-2.43e+16,-4.49e+16,-8000000000000000.0,-1.51e+16,-1.33e+16,anss,489_anss
C201101100602A,2011-01-10T06:02:54,-73.59,-35.77,12.1,5.9,mw,0.01,0.01,0.3,,22.0,14.0,105.0,187.0,76.0,86.0,4.17e+17,-7300000000000000.0,-4.1e+17,-8.6e+16,-7.92e+17,-1.1000000000000002e+17,gcmt,490_gcmt
pde20110110060251950_24,2011-01-10T06:03:04,-72.93,-35.74,24.0,5.9,mwc,,,,,12.0,14.0,85.0,196.0,76.0,91.0,5e+17,-2.5e+16,-4.75e+17,-2.66e+17,-8.85e+17,-1.2e+17,anss,490_anss
C201101110105A,2011-01-11T01:05:29,-73.79,-35.7,18.4,5.0,mw,0.03,0.03,1.2,,29.0,23.0,95.0,204.0,67.0,88.0,2.78e+16,-5980000000000000.0,-2.18e+16,-1.07e+16,-2.51e+16,-1.08e+16,gcmt,491_gcmt
pde20110111010528210_30,2011-01-11T01:05:29,-73.79,-35.7,18.4,5.0,mwc,,,22.6,,29.0,23.0,95.0,204.0,67.0,88.0,2.78e+16,-6000000000000000.0,-2.18e+16,-1.07e+16,-2.51e+16,-1.08e+16,anss,491_anss
pde20110111053333860_35,2011-01-11T05:33:53,-72.08,-35.33,12.0,5.1,mwc,,,,,138.0,15.0,60.0,349.0,77.0,98.0,1.97e+16,4700000000000000.0,-2.44e+16,-9400000000000000.0,4.85e+16,1.4e+16,anss,492_anss
C201101110533A,2011-01-11T05:33:53,-72.08,-35.33,12.0,5.1,mw,0.03,0.02,0.0,,138.0,15.0,60.0,349.0,77.0,98.0,1.97e+16,4720000000000000.0,-2.44e+16,-9420000000000000.0,4.85e+16,1.4e+16,gcmt,492_gcmt
C201101211536A,2011-01-21T15:36:14,-72.48,-34.03,27.6,5.0,mw,0.05,0.03,1.8,,347.0,25.0,69.0,190.0,66.0,99.0,2.54e+16,80000000000000.0,-2.55e+16,-6580000000000000.0,-2.2400000000000004e+16,700000000000000.1,gcmt,493_gcmt
pde20110121153609000_11,2011-01-21T15:36:14,-72.48,-34.03,27.6,5.0,mwc,,,,,347.0,25.0,69.0,190.0,66.0,99.0,2.54e+16,100000000000000.0,-2.55e+16,-6600000000000000.0,-2.24e+16,700000000000000.0,anss,493_anss
pde20110205161139680_28,2011-02-05T16:11:38,-73.38,-37.61,15.0,5.8,mww,,,6.3,,14.0,12.0,102.0,181.0,77.0,87.0,2.55e+17,2.2e+16,-2.77e+17,-1e+16,-5.68e+17,-3.8e+16,anss,494_anss
C201102051611A,2011-02-05T16:11:41,-73.84,-37.81,21.0,5.7,mw,0.01,0.01,0.5,,9.0,17.0,98.0,180.0,73.0,88.0,2.31e+17,-2000000000000000.0,-2.29e+17,3200000000000000.0,-3.46e+17,-1.78e+16,gcmt,494_gcmt
choy20110211200530,2011-02-11T20:05:30,-73.13,-36.47,26.0,6.9,mww,,,,,180.0,77.0,86.0,17.0,14.0,107.0,,,,,,,anss,495_anss
C201102112005A,2011-02-11T20:05:39,-73.56,-36.63,17.8,6.8,mw,0.0,0.0,0.2,,15.0,13.0,104.0,180.0,77.0,87.0,9.99e+18,-3.3e+17,-9.66e+18,2.5e+17,-2.09e+19,-1.32e+18,gcmt,495_gcmt
C201102112339A,2011-02-11T23:39:23,-74.11,-37.45,16.4,6.0,mw,0.01,0.01,0.6,,11.0,16.0,98.0,183.0,74.0,88.0,6.28e+17,-3.3e+16,-5.94e+17,-3.4000000000000004e+16,-1.01e+18,-7.000000000000001e+16,gcmt,496_gcmt
pde20110211233921310_15,2011-02-11T23:39:23,-74.11,-37.45,16.4,5.9,mwb,,,,,11.0,16.0,98.0,183.0,74.0,88.0,6.3e+17,-3e+16,-5.9e+17,-3e+16,-1.01e+18,-7e+16,anss,496_anss
pde20110212011701410_16,2011-02-12T01:17:05,-74.0,-37.35,14.1,6.1,mwb,,,,,12.0,15.0,98.0,183.0,75.0,88.0,6.1e+17,1e+16,-6.2e+17,-5e+16,-1.06e+18,-8e+16,anss,497_anss
C201102120117A,2011-02-12T01:17:05,-74.0,-37.35,14.1,6.0,mw,0.01,0.01,0.3,,12.0,15.0,98.0,183.0,75.0,88.0,6.14e+17,8999999999999998.0,-6.23e+17,-5.3e+16,-1.06e+18,-8.3e+16,gcmt,497_gcmt
pde20110213085134000_20,2011-02-13T08:51:37,-73.61,-36.78,16.2,5.8,mwb,,,3.4,,13.0,11.0,101.0,182.0,79.0,88.0,3.28e+17,0.0,-3.28e+17,-1.6e+16,-8.14e+17,-4.1e+16,anss,498_anss
C201102130851A,2011-02-13T08:51:37,-73.61,-36.78,16.2,5.9,mw,0.01,0.01,0.5,,13.0,11.0,101.0,182.0,79.0,88.0,3.28e+17,-300000000000000.0,-3.28e+17,-1.55e+16,-8.14e+17,-4.11e+16,gcmt,498_gcmt
choy20110213103506,2011-02-13T10:35:06,-73.18,-36.65,17.0,6.0,mwc,,,,,184.0,72.0,87.0,14.0,18.0,99.0,,,,,,,anss,499_anss
C201102131035A,2011-02-13T10:35:10,-73.74,-36.83,14.1,5.9,mw,0.01,0.01,0.3,,12.0,18.0,97.0,184.0,72.0,88.0,5.75e+17,4000000000000000.0,-5.8e+17,-4.8e+16,-8.04e+17,-8.2e+16,gcmt,499_gcmt
pde20110213134436450_18,2011-02-13T13:44:40,-73.74,-36.75,17.8,5.5,mwb,,,4.9,,9.0,15.0,95.0,184.0,75.0,89.0,1.72e+17,0.0,-1.71e+17,-1.7e+16,-2.99e+17,-1.9e+16,anss,500_anss
C201102131344A,2011-02-13T13:44:40,-73.74,-36.75,17.8,5.6,mw,0.01,0.01,0.6,,9.0,15.0,95.0,184.0,75.0,89.0,1.72e+17,-400000000000000.0,-1.71e+17,-1.6900000000000002e+16,-2.99e+17,-1.85e+16,gcmt,500_gcmt
choy20110214034009,2011-02-14T03:40:09,-72.83,-35.38,21.0,6.7,mww,,,,,189.0,73.0,85.0,26.0,18.0,106.0,,,,,,,anss,501_anss
C201102140340A,2011-02-14T03:40:15,-73.61,-35.67,12.0,6.6,mw,0.0,0.0,0.0,,25.0,17.0,105.0,189.0,74.0,86.0,5.600000000000001e+18,-2.3e+17,-5.37e+18,-1.27e+18,-9.05e+18,-1.7299999999999995e+18,gcmt,501_gcmt
pde20110214102127320_34,2011-02-14T10:21:27,-73.41,-35.6,14.9,5.2,mwc,,,16.7,,13.0,18.0,107.0,175.0,73.0,85.0,4.52e+16,-2500000000000000.0,-4.27e+16,8100000000000000.0,-6.55e+16,-3700000000000000.0,anss,502_anss
C201102141021A,2011-02-14T10:21:27,-73.41,-35.6,14.9,5.2,mw,0.02,0.02,1.2,,13.0,18.0,107.0,175.0,73.0,85.0,4.519999999999999e+16,-2510000000000000.0,-4.269999999999999e+16,8100000000000002.0,-6.55e+16,-3690000000000000.0,gcmt,502_gcmt
C201102141218A,2011-02-14T12:18:25,-71.54,-35.65,12.8,5.2,mw,0.02,0.02,1.9,,211.0,21.0,-33.0,331.0,79.0,-108.0,-2.81e+16,-1.74e+16,4.54e+16,3.79e+16,-6.42e+16,-1610000000000000.0,gcmt,503_gcmt
pde20110214121830300_35,2011-02-14T12:18:25,-71.54,-35.65,12.8,5.2,mwc,,,,,211.0,21.0,-33.0,331.0,79.0,-108.0,-2.81e+16,-1.74e+16,4.54e+16,3.79e+16,-6.42e+16,-1600000000000000.0,anss,503_anss
C201102181701A,2011-02-18T17:01:03,-72.37,-33.99,27.3,5.3,mw,0.02,0.01,0.9,,14.0,20.0,105.0,178.0,71.0,85.0,5.8e+16,2700000000000000.0,-6.07e+16,5400000000000000.0,-7.39e+16,-6000000000000000.0,gcmt,504_gcmt
pde20110218170058740_10,2011-02-18T17:01:03,-72.37,-33.99,27.3,5.3,mwc,,,,,14.0,20.0,105.0,178.0,71.0,85.0,5.8e+16,2700000000000000.0,-6.07e+16,5400000000000000.0,-7.39e+16,-6000000000000000.0,anss,504_anss
C201102190626A,2011-02-19T06:26:38,-72.33,-34.05,20.8,5.2,mw,0.02,0.01,0.9,,360.0,21.0,94.0,176.0,69.0,89.0,5.540000000000001e+16,5800000000000000.0,-6.12e+16,5500000000000000.0,-6.65e+16,2900000000000000.0,gcmt,505_gcmt
pde20110219062631000_15,2011-02-19T06:26:38,-72.33,-34.05,20.8,5.2,mwc,,,,,360.0,21.0,94.0,176.0,69.0,89.0,5.54e+16,5800000000000000.0,-6.12e+16,5500000000000000.0,-6.65e+16,2900000000000000.0,anss,505_anss
C201102210538A,2011-02-21T05:38:50,-72.55,-46.02,17.6,5.0,mw,0.06,0.02,1.6,,271.0,32.0,-20.0,18.0,79.0,-121.0,-1.51e+16,1.94e+16,-4370000000000000.0,850000000000000.0,-3.72e+16,1.59e+16,gcmt,506_gcmt
pde20110221053851050_36,2011-02-21T05:38:50,-72.55,-46.02,17.6,5.0,mwc,,,7.7,,271.0,32.0,-20.0,18.0,79.0,-121.0,-1.51e+16,1.94e+16,-4400000000000000.0,900000000000000.0,-3.72e+16,1.59e+16,anss,506_anss
pde20110224043648000_33,2011-02-24T04:36:53,-73.82,-36.29,20.5,5.1,mwc,,,,,24.0,27.0,139.0,152.0,73.0,69.0,3.06e+16,6300000000000000.0,-3.69e+16,2.67e+16,-3.35e+16,-200000000000000.0,anss,507_anss
C201102240436A,2011-02-24T04:36:53,-73.82,-36.29,20.5,5.1,mw,0.03,0.03,1.5,,24.0,27.0,139.0,152.0,73.0,69.0,3.06e+16,6310000000000000.0,-3.69e+16,2.67e+16,-3.35e+16,-180000000000000.0,gcmt,507_gcmt
C201102280129A,2011-02-28T01:29:29,-73.69,-37.46,25.3,5.8,mw,0.01,0.01,0.5,,6.0,16.0,97.0,179.0,74.0,88.0,3.43e+17,1.31e+16,-3.56e+17,1.6800000000000002e+16,-5.62e+17,-1.62e+16,gcmt,508_gcmt
pde20110228012925000_31,2011-02-28T01:29:29,-73.69,-37.46,25.3,5.8,mwb,,,,,6.0,16.0,97.0,179.0,74.0,88.0,3.43e+17,1.3e+16,-3.56e+17,1.7e+16,-5.62e+17,-1.6e+16,anss,508_anss
C201103030758A,2011-03-03T07:58:58,-73.83,-37.45,23.3,5.2,mw,0.02,0.02,0.9,,1.0,22.0,97.0,173.0,68.0,87.0,5.46e+16,-2500000000000000.0,-5.21e+16,8210000000000000.0,-5.519999999999999e+16,2130000000000000.0,gcmt,509_gcmt
pde20110303075853000_18,2011-03-03T07:58:58,-73.83,-37.45,23.3,5.2,mwc,,,,,1.0,22.0,97.0,173.0,68.0,87.0,5.46e+16,-2500000000000000.0,-5.21e+16,8200000000000000.0,-5.52e+16,2100000000000000.0,anss,509_anss
C201103162236A,2011-03-16T22:36:20,-71.89,-32.57,36.8,5.5,mw,0.01,0.01,0.6,,15.0,28.0,105.0,179.0,63.0,83.0,1.69e+17,1.33e+16,-1.82e+17,1.28e+16,-1.29e+17,-2.35e+16,gcmt,510_gcmt
pde20110316223616000_32,2011-03-16T22:36:20,-71.89,-32.57,36.8,5.5,mwc,,,,,15.0,28.0,105.0,179.0,63.0,83.0,1.69e+17,1.3e+16,-1.82e+17,1.3e+16,-1.29e+17,-2.4e+16,anss,510_anss
C201103171114A,2011-03-17T11:14:27,-72.0,-32.67,35.0,5.2,mw,0.02,0.02,0.9,,6.0,28.0,101.0,174.0,62.0,84.0,6.23e+16,7199999999999999.0,-6.949999999999999e+16,8000000000000000.0,-4.5e+16,899999999999999.9,gcmt,511_gcmt
pde20110317111424000_13,2011-03-17T11:14:27,-72.0,-32.67,35.0,5.2,mwc,,,,,6.0,28.0,101.0,174.0,62.0,84.0,6.23e+16,7200000000000000.0,-6.95e+16,8000000000000000.0,-4.5e+16,900000000000000.0,anss,511_anss
C201103280610A,2011-03-28T06:10:44,-72.08,-34.91,51.1,5.2,mw,0.02,0.02,1.3,,29.0,32.0,119.0,176.0,62.0,73.0,5.66e+16,-2110000000000000.0,-5.45e+16,1.42e+16,-3.62e+16,-1.29e+16,gcmt,512_gcmt
pde20110328061042370_46,2011-03-28T06:10:44,-72.08,-34.91,51.1,5.2,mwc,,,,,29.0,32.0,119.0,176.0,62.0,73.0,5.66e+16,-2100000000000000.0,-5.45e+16,1.42e+16,-3.62e+16,-1.29e+16,anss,512_anss
C201103282357A,2011-03-28T23:57:53,-72.36,-33.69,32.8,5.1,mw,0.02,0.02,0.8,,2.0,33.0,96.0,175.0,57.0,86.0,4.269999999999999e+16,1250000000000000.0,-4.39e+16,3240000000000000.0,-1.98e+16,1360000000000000.0,gcmt,513_gcmt
pde20110328235747500_11,2011-03-28T23:57:53,-72.36,-33.69,32.8,5.1,mwc,,,,,2.0,33.0,96.0,175.0,57.0,86.0,4.27e+16,1300000000000000.0,-4.39e+16,3200000000000000.0,-1.98e+16,1400000000000000.0,anss,513_anss
pde20110404075435940_26,2011-04-04T07:54:34,-77.04,-45.8,12.0,5.3,mwc,,,16.2,,174.0,32.0,-79.0,341.0,59.0,-97.0,-1.12e+17,1.1e+16,1.01e+17,2.8e+16,-5.2e+16,-2e+16,anss,514_anss
C201104040754A,2011-04-04T07:54:34,-77.04,-45.8,12.0,5.3,mw,0.01,0.01,0.0,,174.0,32.0,-79.0,341.0,59.0,-97.0,-1.1200000000000002e+17,1.12e+16,1.01e+17,2.7600000000000004e+16,-5.15e+16,-2.04e+16,gcmt,514_gcmt
pde20110410202422000_23,2011-04-10T20:24:26,-73.96,-36.17,18.0,5.2,mwc,,,,,357.0,15.0,83.0,184.0,75.0,92.0,4.52e+16,600000000000000.0,-4.58e+16,-6100000000000000.0,-7.68e+16,-500000000000000.0,anss,515_anss
C201104102024A,2011-04-10T20:24:26,-73.96,-36.17,18.0,5.2,mw,0.02,0.02,1.2,,357.0,15.0,83.0,184.0,75.0,92.0,4.52e+16,600000000000000.0,-4.58e+16,-6100000000000000.0,-7.68e+16,-500000000000000.0,gcmt,515_gcmt
pde20110413151443030_34,2011-04-13T15:14:45,-72.27,-33.78,31.2,5.4,mwc,,,8.2,,9.0,23.0,100.0,178.0,67.0,86.0,1.15e+17,1.2e+16,-1.27e+17,7000000000000000.0,-1.18e+17,-8000000000000000.0,anss,516_anss
C201104131514A,2011-04-13T15:14:45,-72.27,-33.78,31.2,5.4,mw,0.01,0.01,0.6,,9.0,23.0,100.0,178.0,67.0,86.0,1.1499999999999998e+17,1.24e+16,-1.27e+17,7099999999999999.0,-1.18e+17,-8000000000000000.0,gcmt,516_gcmt
pde20110419005727000_45,2011-04-19T00:57:30,-72.48,-33.3,20.6,5.1,mwc,,,,,355.0,29.0,76.0,191.0,62.0,97.0,4.06e+16,-100000000000000.0,-4.05e+16,-8100000000000000.0,-2.53e+16,-2200000000000000.0,anss,517_anss
C201104190057A,2011-04-19T00:57:30,-72.48,-33.3,20.6,5.1,mw,0.02,0.02,0.9,,355.0,29.0,76.0,191.0,62.0,97.0,4.06e+16,-120000000000000.0,-4.05e+16,-8070000000000002.0,-2.53e+16,-2150000000000000.0,gcmt,517_gcmt
C201104190550A,2011-04-19T05:50:49,-72.65,-33.97,21.4,5.1,mw,0.02,0.02,0.9,,23.0,24.0,108.0,184.0,67.0,82.0,4.81e+16,-3620000000000000.0,-4.44e+16,1250000000000000.0,-4.58e+16,-1.08e+16,gcmt,518_gcmt
