ID,Lat,Lon,Depth_km,Mw,Strike_1,Dip_1,Rake_1,P_trend,P_plunge,T_trend,T_plunge,Strike_2,Dip_2,Rake_2,Strike_2_c,Dip_2_cal,Rake_2_cal,Slab1,Depth2Slab
201509172208A,-30.37,-72.27,21,5.1,358,28,86,271,17,98,73,183,63,92,183,62,92,-12.27405834,-8.726
201509172239A,-31.12,-71.96,39,5.1,237,23,-52,266,60,118,26,17,72,-105,17,72,-105,-20.19153976,-18.808
201509180315A,-31.44,-71.76,41,5,3,37,100,266,8,50,80,171,53,83,171,54,83,-27.32593155,-13.674
201509180332A,-31.85,-72.28,28,5.1,356,22,92,264,23,82,67,174,68,89,174,68,89,-13.57600689,-14.424
201509180429A,-31.59,-71.99,35,5.1,5,41,90,275,4,95,86,185,49,90,185,49,90,-19.80853462,-15.191
201509180818A,-32.32,-72.6,12,5.5,348,20,85,262,25,86,65,173,70,92,173,70,92,-9.425483704,-2.575
201509180910A,-32.31,-72.3,13,6.1,347,24,81,264,21,95,68,177,67,94,177,66,94,-14.03362942,1.034
201509181351A,-31.48,-71.9,30,4.9,356,23,74,278,23,115,66,194,68,97,193,68,97,-22.45668602,-7.543
201509182212A,-30.45,-72.29,18,5.1,356,24,89,267,21,88,69,177,66,90,177,66,90,-11.60755157,-6.392
201509182235A,-30.33,-72.95,12,4.9,203,41,-72,214,77,100,5,360,51,-105,360,51,-105,,
201509190249A,-31.6,-71.87,34,4.9,351,30,99,254,15,57,74,160,60,85,161,60,85,-24.21527672,-9.785
201509190433A,-30.48,-72.96,19,4.9,355,38,-106,148,77,276,8,195,54,-78,195,54,-78,,
201509190831A,-30.26,-72.3,14,5.4,0,24,91,269,21,88,69,180,66,90,179,66,90,-11.34552193,-2.654
201509190907A,-31.2,-71.86,37,5.8,353,29,92,262,16,78,74,171,61,89,171,61,89,-23.39593697,-13.604
201509191252A,-32.34,-72.05,20,6.2,6,23,98,270,22,81,68,178,67,87,177,67,87,-19.61338043,-0.387
201509191308A,-30.71,-72.18,23,5.6,359,26,100,262,19,68,70,168,65,85,168,64,85,-13.67827797,-9.322
201509191813A,-31.41,-72.14,38,5,6,31,97,271,14,76,75,179,59,86,178,59,86,-15.83297825,-22.167
201509200302A,-31.02,-71.47,50,5.1,340,33,75,261,13,114,75,178,58,100,178,58,100,-38.78933716,-11.211
201509200607A,-31.79,-72.18,23,5.2,350,27,83,265,18,96,72,178,63,94,178,63,94,-15.44330215,-7.557
201509200902A,-30.36,-72.3,17,5.1,7,22,77,287,23,120,66,201,69,95,201,69,95,-11.47669125,-5.523
201509201718A,-30.46,-71.92,34,4.9,353,29,88,264,16,88,74,175,61,91,175,61,91,-20.19702339,-13.803
201509210539A,-31.66,-71.84,38,6.1,2,28,101,264,17,66,72,170,63,84,170,63,84,-24.31141281,-13.689
201509211249A,-31.17,-72.85,12,4.8,177,39,-91,274,84,88,6,359,51,-89,358,51,-89,,
201509211537A,-31.17,-71.95,31,5.5,353,24,90,263,21,83,69,172,66,90,173,66,90,-20.29112434,-10.709
201509211739A,-31.77,-71.81,39,,1,28,92,270,17,86,73,178,62,89,179,62,89,-26.1434269,-12.857
201509211836A,-31.14,-72.02,39,5.8,347,32,87,259,13,86,77,171,58,92,171,58,92,-18.93571854,-20.064
201509211956A,-31.94,-71.87,42,5.7,345,30,93,253,15,67,75,162,60,88,162,60,88,-24.82468224,-17.175
201509220712A,-31.58,-71.39,64,6.1,0,28,103,260,18,60,71,165,63,83,165,63,83,-42.26907349,-21.731
201509231132A,-31.67,-72.03,29,5.1,356,27,84,270,18,100,72,182,64,93,183,63,93,-18.60937881,-10.391
201509252030A,-30.58,-72.27,28,5,344,30,75,265,16,112,73,181,62,98,181,61,98,-12.63097095,-15.369
201509260251A,-30.88,-71.62,52,6.3,357,33,94,264,12,74,78,172,57,88,172,57,87,-31.90129471,-20.099
201509272104A,-31.79,-71.73,38,5.1,336,31,80,253,14,94,75,167,60,96,168,60,96,-27.96180153,-10.038
201509280605A,-31.77,-72.4,23,4.9,354,29,84,268,16,99,74,181,61,94,181,61,93,-11.77799892,-11.222
201509300200A,-30.77,-72.04,36,4.9,354,28,89,265,17,86,73,176,62,91,175,62,91,-16.93736458,-19.063
201510021622A,-30.77,-71.82,36,5,349,26,109,245,20,41,68,148,66,81,148,66,81,-24.02311325,-11.977
201510021633A,-31.08,-72.93,20,5,216,52,-50,190,60,99,0,343,53,-129,342,53,-129,,
201510030603A,-37.57,-73.71,22,5.7,4,19,93,272,26,89,64,181,72,89,181,71,89,-22.42499161,0.425
201510030626A,-30.33,-71.75,42,5.9,13,35,108,270,11,47,75,171,57,77,171,57,78,-24.56058121,-17.439
201510040349A,-30.41,-72.26,12,5.4,358,26,94,265,19,79,71,173,64,88,174,64,88,-12.34547806,0.345
201510041011A,-30.68,-71.88,31,5.1,5,30,103,265,16,62,73,169,61,83,170,61,83,-20.78829956,-10.212
201510051633A,-30.36,-71.78,43,5.9,8,34,101,270,11,61,77,175,57,83,175,57,83,-22.92328453,-20.077
201510060451A,-30.26,-72.52,24,5,342,34,75,263,12,119,76,181,57,100,180,57,100,-8.783103943,-15.217
201510091827A,-31.81,-71.82,36,5.4,342,25,75,263,21,102,68,179,66,97,178,66,97,-26.22818565,-9.772
201510120315A,-31.28,-71.96,32,5.6,355,28,97,260,17,68,73,167,62,86,167,62,86,-20.59076118,-11.409
201510151923A,-30.4,-71.67,36,5,29,33,114,282,14,58,71,180,60,75,181,60,75,-28.31390762,-7.686
201510201006A,-30.79,-71.51,43,5.2,179,40,107,77,6,196,78,337,52,76,337,52,76,-35.91051102,-7.089
201510242124A,-31.5,-71.64,51,5,341,33,79,259,12,105,76,174,57,97,174,58,97,-31.2161541,-19.784
201511060844A,-30.26,-72.28,12,5.3,6,25,97,271,20,82,70,178,65,87,178,65,87,-11.34552193,-0.654
201511070731A,-30.99,-71.66,43,,359,33,97,264,12,66,77,171,58,86,171,57,85,-30.13015938,-12.87
201511071053A,-30.88,-71.71,45,5.8,349,31,86,262,14,91,76,174,59,92,174,59,92,-27.94376183,-17.056
201511212305A,-30.66,-71.98,33,5.8,5,28,102,266,17,67,72,171,63,84,171,63,84,-17.96740723,-15.033
201511240914A,-31.85,-72.2,25,5,359,27,90,269,18,89,72,179,63,90,179,63,90,-15.51724911,-9.483
201511280544A,-30.39,-72.26,12,5.6,0,22,95,266,23,81,67,175,68,88,175,68,88,-12.34547806,0.345
201512020938A,-30.52,-72.31,19,4.9,1,25,99,264,20,73,69,171,65,86,171,65,86,-11.67329311,-7.327
201512081256A,-30.92,-71.89,35,5.6,354,24,91,263,21,82,69,173,66,89,173,66,90,-21.22255135,-13.777
201512100009A,-35.97,-73.45,19,5.5,23,13,103,282,32,96,58,190,77,87,190,77,87,-18.66745758,-0.333
201512191925A,-30.7,-71.54,62,5.8,359,32,99,262,13,62,76,168,58,84,168,58,84,-33.4010849,-28.599
201512261758B,-31.8,-72.33,30,5.2,323,29,67,250,18,104,69,168,63,102,169,63,102,-12.64262295,-17.357
201601071540A,-41.65,-74.29,32,5.1,13,24,98,277,21,87,69,184,66,86,184,66,86,-21.00749016,-10.993
201601080112A,-30.74,-71.94,33,5.7,1,29,97,266,16,73,73,174,62,86,173,61,86,-19.48524666,-13.515
201601100436A,-36.27,-72.54,51,4.9,37,41,77,316,5,198,80,235,50,102,234,50,101,-45.80656815,-5.193
201601160942A,-38.11,-75.62,18,4.8,176,45,-95,358,86,90,0,3,46,-85,3,45,-85,,
201601260019A,-32.66,-71.99,32,5.1,344,39,83,259,6,115,82,173,51,96,173,51,96,-21.2136631,-10.786
201601292007A,-30.28,-71.74,42,5.1,14,33,105,273,13,60,75,177,58,80,176,58,80,-24.39434242,-17.606
201602050528A,-31,-72.08,35,5,1,33,90,271,12,91,78,181,57,90,181,57,90,-16.23125648,-18.769
201602100033A,-30.62,-71.9,36,6.4,11,29,103,271,17,70,72,176,61,83,176,62,83,-20.55943489,-15.441
201602190533A,-30.62,-71.81,36,5,358,31,89,269,14,91,76,179,59,91,179,59,91,-23.63828659,-12.362
201602192150A,-45.8,-77.89,25,5,80,72,-163,302,25,33,1,344,74,-19,345,74,-19,,
201602211337A,-45.72,-77.76,19,4.9,75,51,-174,291,30,35,23,341,85,-39,341,85,-39,,
201602220637A,-30.56,-72.26,12,6,359,23,90,269,22,89,68,179,67,90,179,67,90,-12.55937195,0.559
201602260852A,-31.75,-67.54,35,5,231,44,151,101,16,209,48,343,70,50,343,70,50,-102.4695282,67.47
201603091328A,-30.45,-71.53,46,4.9,3,31,104,263,15,56,74,167,60,82,167,60,82,-32.48383713,-13.516
201603121605A,-30.22,-71.73,37,5.1,18,36,117,269,12,34,70,166,58,72,166,58,72,-24.04971695,-12.95
201603160349A,-31.28,-72.03,31,5.4,353,25,85,267,20,93,70,178,65,92,179,65,92,-17.95180321,-13.048
201603271201A,-45.64,-77.32,36,5,74,80,-174,298,11,29,3,343,84,-10,343,84,-10,,
201604041232A,-31.26,-72,29,5.4,1,23,99,264,22,74,67,171,67,86,171,67,86,-19.12884712,-9.871
201604061735A,-31.46,-71.82,34,5.4,5,27,95,271,18,84,72,178,63,87,179,63,87,-25.57210159,-8.428
201604140938A,-33.85,-70.39,129,5.1,120,10,162,327,41,128,47,228,87,80,228,87,80,-88.4995575,-40.5
201604181138A,-31.83,-71.49,50,5.2,347,29,83,262,16,95,73,175,61,94,175,61,94,-37.92857361,-12.071
201605111311A,-30.73,-71.95,30,5.4,3,27,101,265,18,69,71,171,64,85,171,64,84,-19.48524666,-10.515
201605221147A,-30.54,-71.93,32,5.1,6,33,102,267,12,59,76,172,58,82,172,58,82,-19.05593491,-12.944
201606061316A,-30.13,-71.8,39,5.4,13,38,116,265,10,25,72,161,56,71,161,56,71,-22.28340721,-16.717
201606061321A,-30.06,-71.66,40,5.5,1,36,91,270,9,86,81,179,54,89,180,54,89,-26.91790009,-13.082
201606220354A,-30.68,-72.01,35,5.1,1,28,97,266,17,74,73,173,62,86,173,62,86,-18.06717491,-16.933
201606271251A,-31.58,-71.46,46,5.1,9,33,107,267,13,50,74,169,58,79,169,59,79,-39.95495605,-6.045
201607080035A,-44.42,-78.43,19,4.9,79,73,-176,302,15,35,9,348,87,-17,348,86,-17,,
201607180258A,-30.86,-71.95,25,5.1,3,13,115,252,33,60,56,157,78,84,157,78,84,-19.69068527,-5.309
201607180859A,-30.59,-71.92,37,5.1,341,38,89,252,7,77,83,163,52,91,162,52,91,-20.55943489,-16.441
201607190518A,-30.27,-72.29,14,5.7,359,25,91,268,20,87,70,178,65,89,178,65,90,-11.34552193,-2.654
201607262300A,-32.59,-71.88,32,4.9,159,39,69,84,8,324,75,5,54,106,5,54,106,-24.00355721,-7.996
201607270125A,-44.62,-79.48,20,5.9,78,88,179,303,1,33,2,168,89,2,168,89,2,,
201608081224A,-31.71,-71.74,30,4.9,6,43,134,246,10,353,60,133,60,57,133,61,57,-27.79692841,-2.203
201608231447A,-45.77,-77.66,22,5,76,70,-175,298,17,32,11,344,86,-20,344,85,-20,,
201608300809A,-34.91,-72.67,31,5.4,20,20,98,284,25,97,65,191,70,87,191,70,87,-21.66175842,-9.338
201610272032A,-33.83,-72.75,12,6,11,17,90,281,28,101,62,190,73,90,191,73,90,-10.72484398,-1.275
201610292201A,-33.96,-72.71,14,5.1,14,19,100,276,26,88,64,183,71,86,183,71,87,-11.95349979,-2.047
201610311115A,-33.74,-72.68,30,5,8,35,85,282,10,118,80,194,55,94,194,55,93,-10.86800385,-19.132
201611041620A,-35.06,-70.98,96,6.3,173,27,-128,331,62,111,22,35,69,-73,34,69,-73,-85.41038513,-10.59
201611080455A,-36.66,-73.71,20,6,8,17,95,274,28,90,62,182,73,88,183,73,88,-18.92136955,-1.079
201611202057A,-31.66,-68.74,119,6.4,31,40,-92,137,85,302,5,214,50,-89,214,50,-88,-97.79133606,-21.209
201612120140A,-31.03,-71.62,52,5,8,38,102,269,8,45,79,172,53,81,173,53,81,-32.29198837,-19.708
201612120256A,-31.31,-68.11,22,5,8,51,132,250,2,343,59,134,55,51,133,55,50,-93.52048492,71.52
201612162311A,-30.57,-72.06,36,5.2,334,31,82,250,14,87,75,163,59,95,163,59,95,-16.56095505,-19.439
201612191536A,-30.8,-71.27,44,5,354,38,94,261,7,62,83,169,52,87,169,52,87,-47.78084564,3.781
201612251422A,-43.41,-74.43,33,6.8,4,19,96,269,26,84,64,178,71,88,178,71,88,-22.2438755,-10.756
201701032119A,-43.33,-74.63,24,5.4,320,26,61,252,21,104,65,172,68,103,172,67,103,-17.57296181,-6.427
201701041324A,-30.51,-71.64,32,5,175,38,119,65,10,184,70,320,58,69,320,57,69,-28.66879654,-3.331
201701080033A,-30.23,-72.42,21,5,339,25,73,262,21,102,68,178,66,98,178,66,98,-9.956046104,-11.044
201702030052A,-33.07,-69.51,20,5.4,138,46,-15,109,39,1,21,238,79,-135,239,79,-135,-107.5134201,87.513
201702160702A,-30.26,-72.35,14,5.3,359,27,91,268,18,87,72,178,63,90,178,63,89,-10.62206364,-3.378
201703100622A,-30.63,-72.14,20,5.2,2,24,93,270,21,86,69,179,66,89,179,66,89,-14.5722847,-5.428
201703131505A,-30.52,-71.5,48,5.1,358,34,95,264,11,70,79,173,56,87,172,56,87,-34.81488037,-13.185
201703270303A,-36.34,-71.79,103,5.1,246,42,-6,215,35,103,28,341,86,-132,340,86,-132,-75.24597168,-27.754
201703311844A,-30.83,-71.61,42,5.3,358,30,97,263,15,69,74,171,60,86,170,60,86,-31.76185417,-10.238
201704130342A,-31.15,-71.7,46,5.4,358,38,119,248,10,7,70,143,58,69,143,57,69,-28.53908157,-17.461
201704222246A,-33.02,-72.26,29,5.1,1,24,84,276,21,103,69,188,66,93,188,66,93,-15.7309618,-13.269
201704230236A,-33.06,-72.04,23,6,1,22,88,273,23,95,67,184,68,91,183,68,91,-20.4628849,-2.537
201704231940A,-33.16,-72.17,22,5.6,355,24,87,267,21,91,69,178,66,91,178,66,91,-18.24897385,-3.751
201704242138A,-33.13,-72.07,26,,3,16,94,270,29,87,61,179,74,89,179,74,89,-20.69934845,-5.301
201704250143A,-33.35,-72.31,31,5.5,16,24,107,273,22,74,67,178,67,83,177,67,83,-15.63603783,-15.364
201704270509A,-33.32,-71.89,25,5.2,350,16,79,269,29,96,61,181,74,93,181,74,93,-25.3549633,0.355
201704281530A,-33.3,-72.03,23,5.9,0,20,99,263,25,75,65,171,70,87,170,70,87,-21.17302132,-1.827
201704281558A,-33.35,-72.06,24,5.5,349,18,97,253,27,68,63,162,72,88,162,72,88,-21.36867523,-2.631
201704281605A,-33.3,-71.83,31,5.9,334,20,73,257,26,92,64,172,71,96,172,71,96,-26.88096046,-4.119
201704281741A,-33.27,-72,24,5.5,5,18,90,275,27,95,63,185,72,90,185,72,90,-22.32279205,-1.677
201704290146A,-33.42,-72.08,32,5.4,5,33,92,274,12,88,78,183,57,89,183,57,89,-20.31138992,-11.689
201705061451A,-44.52,-78.83,14,5.4,76,73,178,300,11,33,13,167,88,17,167,88,17,,
201705131654A,-32.9,-72.12,28,5.3,360,20,84,275,25,100,65,186,70,92,186,70,92,-18.94462204,-9.055
201705182345A,-32.78,-67.3,182,4.9,154,43,-130,345,62,91,8,23,59,-59,23,59,-59,-145.3993378,-36.601
201705270738A,-45.88,-76.26,15,5.3,76,58,-176,295,25,34,19,344,86,-32,344,87,-32,,
201705291457A,-37.38,-71.87,98,5.9,263,34,-22,248,47,126,26,12,78,-122,12,78,-122,-85.9773407,-12.023
201706120243A,-31.49,-71.87,34,5.7,5,26,99,268,19,76,70,175,64,86,175,64,86,-24.01703262,-9.983
201706231000A,-39.47,-71.87,129,5,260,39,56,194,10,78,67,121,59,114,121,59,114,-105.7668304,-23.233
201706252208A,-42.09,-71.66,12,5.2,172,17,118,60,30,222,59,322,75,82,323,75,82,-138.7984619,126.798
201706261444A,-30.77,-71.53,55,5.2,3,29,101,265,16,66,73,170,61,84,170,62,84,-33.56472397,-21.435
201707041605A,-35.59,-73.56,12,5.9,25,19,104,284,26,93,63,190,71,85,190,72,85,-13.71610069,1.716
201707070304A,-33.65,-72.54,32,5.1,16,28,98,280,17,87,72,186,63,86,187,62,86,-12.52049351,-19.48
201707120908A,-35.5,-73.34,12,5.5,28,16,112,280,30,87,59,185,75,84,185,75,84,-15.81248856,3.812
201707141200A,-33.8,-72.7,14,5.4,16,19,97,280,26,95,64,189,71,88,189,71,88,-11.115798,-2.884
201708020715A,-33.17,-70.58,96,5.4,202,32,-115,353,70,130,15,51,62,-75,51,61,-75,-76.26715088,-19.733
201708121254A,-30.39,-72.26,13,5.7,5,24,84,280,21,107,69,191,66,93,192,66,93,-12.34547806,-0.655
201708151903A,-30.06,-72.25,18,5.1,352,29,78,271,16,111,73,186,62,97,186,62,97,-11.83097172,-6.169
201708182031A,-45.7,-77.44,24,5.1,74,62,171,298,14,35,25,168,82,29,168,82,28,,
201708300315A,-37.4,-73.75,29,5.1,10,21,96,275,24,90,66,183,69,88,184,69,88,-21.01244545,-7.988
201709181346A,-31.91,-72.15,22,5.7,351,23,84,266,22,92,68,177,67,93,178,67,93,-16.66610909,-5.334
201709231725A,-30.74,-69.04,130,5.1,44,59,177,266,19,4,23,136,87,32,136,87,31,-94.65274811,-35.347
201710011648A,-45.94,-76.52,27,5,75,69,-175,297,18,31,11,343,85,-21,343,85,-21,,
201710151059A,-32.26,-72.92,22,4.8,52,39,-96,178,83,326,6,240,52,-85,240,51,-85,,
201710161929A,-35.5,-74.36,19,5,27,38,-88,106,83,296,7,205,52,-91,204,52,-92,,
201711291635A,-32.15,-68.62,131,4.9,56,46,-64,44,72,308,2,201,50,-115,201,50,-114,-104.8858109,-26.114
201801261327A,-37.63,-74.27,23,5,7,28,94,274,17,87,73,182,62,88,182,62,88,-13.59620857,-9.404
201801261526A,-37.64,-74.27,19,5,14,26,104,274,20,75,69,178,65,83,178,65,83,-13.59620857,-5.404
201801282353A,-31.25,-68.78,120,5.4,218,46,-107,49,78,140,0,61,47,-74,62,47,-73,-94.84748077,-25.153
201802010012A,-37.52,-74.17,22,4.9,4,28,86,277,17,104,73,188,62,92,189,62,92,-14.70141792,-7.299
201802012313A,-31.5,-69.95,118,5.2,2,78,176,227,6,318,11,92,86,12,93,86,12,-98.08220673,-19.918
201802060448A,-35.37,-74.3,19,4.8,37,43,-94,183,87,310,2,222,47,-87,222,47,-86,,
201802082119A,-37.58,-74.19,12,5.5,27,17,111,280,29,86,60,185,74,84,185,74,84,-14.19879341,2.199
201803021806A,-44.45,-76.6,13,5,111,64,-170,331,25,66,12,16,81,-26,17,81,-26,,
201803191251A,-32.44,-69.76,113,5,194,71,-165,56,24,147,3,99,76,-20,99,76,-20,-99.50869751,-13.491
201804010114A,-30.3,-72.44,23,4.9,353,29,85,267,16,96,74,178,61,93,179,61,93,-9.393275261,-13.607
201804050632A,-42.6,-74.46,37,5.1,5,25,97,270,20,81,70,178,66,87,177,65,87,-20.66408348,-16.336
201804101019A,-31.05,-71.58,82,6.2,120,26,-118,263,65,51,21,331,67,-77,331,67,-77,-32.29198837,-49.708
201805021609A,-33.3,-70.06,103,5,166,39,-100,308,81,83,6,359,52,-82,359,52,-82,-94.11862946,-8.881
201805060244A,-34.23,-72.48,31,5.3,25,24,105,284,22,86,67,190,67,84,189,67,83,-17.6588192,-13.341
201805282059A,-31.3,-68.71,119,5,14,40,-100,161,82,291,5,207,50,-82,207,51,-82,-94.48329163,-24.517
201806020617A,-38.35,-73.9,29,5.3,354,19,87,266,26,89,64,177,72,91,177,71,91,-21.35459518,-7.645
201806140627A,-45.99,-76.46,15,5.7,74,58,177,295,20,35,24,166,88,32,166,87,32,,
201806230231A,-44.67,-79.85,25,5.1,350,77,0,306,9,214,9,80,90,-167,260,90,-167,,
201807161029A,-35.65,-73.6,16,5.1,31,17,113,283,29,87,60,187,74,83,187,74,83,-13.42970371,-2.57
201808311325A,-32.26,-70.21,115,5,48,54,-45,19,55,288,1,169,55,-135,168,55,-134,-89.84136963,-25.159
201809072312A,-30.39,-69.78,141,4.9,131,50,176,350,25,95,29,223,87,40,224,87,40,-93.13065338,-47.869
201809110049A,-45.85,-77.66,25,4.9,82,75,-172,305,16,37,5,350,82,-15,350,82,-15,,
201810011511A,-45.88,-76.26,18,5.3,78,44,178,294,29,44,32,170,88,46,169,89,46,,
201810251119A,-30.53,-72.03,35,5,3,35,94,270,10,77,80,178,55,87,178,55,87,-16.56095505,-18.439
201811020820A,-30.18,-67.6,36,5,99,49,47,38,4,301,59,334,57,128,334,56,128,-91.65933228,55.659
201811062122A,-45.69,-77.09,12,5.3,75,53,-176,292,28,35,23,343,87,-37,343,87,-37,,
201811091854A,-30.64,-71.91,33,5.2,3,31,98,267,14,70,75,174,59,85,174,59,85,-20.67503357,-12.325
201812012355A,-33.95,-72.55,20,5.6,8,20,93,276,25,93,65,185,70,89,185,70,89,-14.2902813,-5.71
201812051712A,-33.66,-71.57,35,5.2,333,48,120,222,1,315,68,112,50,61,112,50,61,-39.68072128,4.681
201812311049A,-31.84,-69.35,120,5.3,186,48,-121,24,67,117,1,48,50,-61,48,50,-60,-102.3417816,-17.658
201901200132A,-30.18,-71.39,61,,187,39,-106,344,78,108,7,28,53,-77,27,53,-77,-37.83129501,-23.169
201901280900A,-35.61,-73,28,5.2,15,17,101,276,28,89,62,184,73,87,184,73,87,-23.77317238,-4.227
201902030256A,-31.49,-71.77,33,4.9,355,50,125,241,1,332,64,129,51,56,128,51,56,-27.42566299,-5.574
201903012243A,-30.65,-71.84,34,5.1,356,29,86,269,16,96,74,181,61,92,181,61,92,-22.1729126,-11.827
201903022021A,-33.67,-72.69,17,5.5,352,17,68,280,29,114,60,195,74,97,195,74,97,-10.41839981,-6.582
201903070510A,-38.58,-68.93,12,4.8,167,48,28,117,13,13,46,57,70,134,57,70,134,-329.2559509,317.256
201903151842A,-44.38,-76.42,13,5,351,38,-114,157,73,278,9,200,56,-73,200,56,-72,,
201903161754A,-45.68,-77.23,16,5.1,78,64,-177,299,20,35,16,347,88,-26,347,87,-26,,
201904071052A,-33.84,-72.63,12,5.7,14,17,96,279,28,95,62,188,73,88,188,73,88,-12.08075333,0.081
201904211000A,-35.86,-71.86,86,5,327,59,-154,182,39,277,6,223,68,-34,223,68,-34,-65.25539398,-20.745
201905160032A,-31.46,-69.27,121,5.2,32,42,-83,61,84,297,3,202,49,-97,203,48,-96,-99.83904266,-21.161
201905170527A,-35.2,-74.15,12,5.2,25,43,-88,79,88,294,2,203,47,-92,202,47,-92,,
201905201118A,-31.54,-70.04,113,5.6,277,65,-13,237,26,143,9,13,79,-154,13,78,-154,-96.22905731,-16.771
201906132250A,-30.46,-71.52,63,5,2,37,105,261,9,35,77,164,55,79,163,54,79,-34.60739899,-28.393
201906140019A,-30.12,-72.16,12,6.3,1,21,88,273,24,94,66,183,69,91,183,69,91,-13.62775135,1.628
201906200123A,-33.68,-68.83,163,5.5,352,52,-157,203,41,304,13,248,72,-40,247,72,-40,-139.0717468,-23.928
201908011828A,-34.32,-72.24,25,,19,14,106,276,31,87,58,183,77,86,183,77,86,-23.92683601,-1.073
201908012001A,-34.35,-72.08,15,5.9,358,13,87,271,32,92,58,181,77,91,181,77,91,-28.74487305,13.745
201908020055A,-34.18,-72.3,24,5.4,350,24,69,276,22,119,66,193,68,99,193,68,99,-21.57800293,-2.422
201908130119A,-44.89,-78.33,18,4.8,335,46,-118,168,70,264,2,192,51,-64,192,51,-64,,
201908151423A,-30.01,-72.11,24,5,7,28,98,271,17,78,72,177,62,86,178,62,86,-14.38451385,-9.615
201908240233A,-31.46,-71.5,96,5,306,49,-167,158,36,263,20,207,81,-42,207,80,-42,-37.48635864,-58.514
201908242336A,-43.14,-74.42,32,5.2,15,27,89,286,18,107,72,196,63,91,196,63,91,-23.17952728,-8.82
201909050541A,-36.18,-73.91,13,5.1,3,21,78,282,24,114,65,196,70,94,196,69,95,-13.02402401,0.024
201909140515A,-31.36,-68.46,122,5.1,212,45,-113,40,74,138,2,64,49,-68,63,49,-69,-93.80753326,-28.192
201909141222A,-34.03,-73.55,21,4.9,36,43,-87,79,87,304,2,212,47,-93,212,47,-93,,
201909230824A,-36.18,-73.96,13,5.3,4,16,81,281,29,107,61,194,74,93,193,74,93,-12.33445263,-0.666
201909261636A,-40.9,-72.06,139,6.1,96,58,33,42,3,310,45,347,62,143,347,62,143,-108.7023163,-30.298
201909291557A,-35.56,-73.1,17,,16,12,106,273,33,85,56,180,78,87,180,78,87,-20.96169853,3.962
201910171658A,-46.51,-68.89,12,4.8,308,60,-24,272,37,177,6,51,69,-148,51,69,-148,,
201910280355A,-30.25,-68.97,39,5.1,59,39,145,292,17,46,54,178,69,57,178,69,56,-92.09814453,53.098
201911030806A,-30.75,-72.13,20,5.2,1,22,92,269,23,87,67,179,68,89,179,68,89,-14.73675728,-5.263
201911042153A,-31.81,-71.37,67,6.1,205,33,118,95,15,228,69,352,61,73,353,61,73,-44.68732071,-22.313
201911151716A,-34.01,-72.33,22,5.2,10,23,107,267,23,69,66,171,68,83,172,68,83,-18.5418396,-3.458
201911222227A,-32.77,-70.15,114,5.1,359,32,-70,37,72,255,14,156,61,-102,156,60,-102,-89.90485382,-24.095
201912090504A,-32.05,-70.07,132,4.9,352,38,133,232,14,349,61,122,63,62,122,63,62,-94.53734589,-37.463
202001130201A,-40.33,-71.42,190,5.4,259,14,-25,270,49,115,38,14,84,-103,13,84,-103,-136.6835175,-53.316
202001281816A,-30.35,-72.26,12,5.4,342,23,69,268,23,109,65,185,69,99,185,69,99,-12.27405834,0.274
202002180532A,-35.63,-73.27,15,5.1,13,13,99,275,32,91,58,184,78,88,184,77,88,-19.26183701,4.262
202003111704A,-30.31,-72.52,32,4.9,2,28,91,271,17,90,73,181,62,90,181,62,89,-8.827676773,-23.172
202003170812A,-36.17,-73.13,38,5.5,109,28,79,27,17,225,72,301,62,96,301,63,96,-27.26180077,-10.738
202003231746A,-44.68,-79.39,12,4.9,64,42,105,323,4,75,79,224,49,76,224,50,77,,
202003240652A,-30.5,-71.89,36,5,6,35,99,270,10,62,78,176,56,84,175,55,84,-20.32055855,-15.679
202004010355A,-45.63,-76.77,20,5,341,43,-87,24,87,249,2,157,47,-93,157,47,-93,,
202004010409A,-45.62,-76.81,12,5.2,330,44,-109,153,77,253,3,176,49,-73,176,49,-73,,
202004010412A,-45.66,-77.02,20,5.2,336,25,-109,103,67,260,21,176,66,-81,177,66,-81,,
202004040454A,-31.11,-68.67,105,4.9,209,44,-114,34,73,136,3,61,51,-69,61,51,-69,-93.15686035,-11.843
202004141602A,-33.83,-70.33,115,5,112,55,-136,322,54,53,0,353,55,-45,353,55,-44,-90.21199036,-24.788
202004141854A,-44.71,-79.9,33,5,351,79,9,305,2,215,14,259,81,169,259,81,169,,
202004161513A,-38.06,-73.65,22,5.1,219,46,-72,208,77,116,0,15,47,-107,14,47,-108,-25.28151703,3.282
202005231310A,-33.56,-69.81,130,5.2,251,57,-32,218,44,124,4,0,64,-143,360,64,-143,-104.1919556,-25.808
202006251155A,-32.13,-71.82,35,5.2,28,39,129,271,12,26,64,162,60,63,162,61,63,-26.71060562,-8.289
202007021235A,-34.14,-72.34,33,5,8,29,90,278,16,98,74,188,61,90,188,61,90,-19.90768623,-13.092
202008151111A,-33.2,-70.14,12,4.9,234,72,-172,97,18,189,7,141,82,-18,142,82,-18,-90.69812775,78.698
202009060116A,-30.41,-71.8,38,6.3,7,28,100,270,17,74,72,175,62,84,176,62,85,-23.07398605,-14.926
202009170133A,-30.2,-71.37,40,5,0,38,100,263,7,43,80,167,53,82,167,53,82,-40.10326767,0.103
