id,time_iso,longitude,latitude,depth,mag,mag_type,strike1,dip1,rake1,strike2,dip2,rake2,T_plunge,T_azimuth,N_plunge,N_azimuth,P_plunge,P_azimuth,Mrr,Mtt,Mpp,Mrt,Mrp,Mtp,source,dups
042190B,nan,-73.79,-37.28,20.0,5.8,mw,352.0,17.0,80.0,183.0,73.0,93.0,44.83565089991123,96.9704215770139,3.48709185836258,3.496862917016017,44.95238137092104,270.0091041892947,3.555e+17,2.45e+16,-3.8e+17,-3.99e+16,-5.435e+17,1.29e+16,gmt,gcmt:B042190B;us:choy19900421185452;neic:373223;gem:373223
042290A,nan,-73.6,-38.07,31.0,5.6,mw,347.0,16.0,81.0,177.0,74.0,93.0,61.0,91.0,3.0,356.0,29.0,264.0,1.84e+17,7800000000000000.0,-1.919e+17,1.34e+16,-2.978e+17,2.83e+16,gmt,gcmt:B042290A;us:B042290A;gem:373369
051490C,nan,-71.34,-35.89,92.0,6.1,mw,273.0,40.0,19.0,168.0,78.0,128.0,44.0,115.0,37.0,339.0,24.0,230.0,5.77e+17,-5.92e+17,1.4e+16,-1.64e+17,-1.458e+18,1.059e+18,gmt,gcmt:C051490C;us:C051490C;neic:369309;gem:369309
080290A,nan,-72.2,-32.14,35.0,6.0,mw,2.0,27.0,95.0,177.0,63.0,87.0,72.0,81.0,2.0,178.0,18.0,269.0,1.015e+18,1.09e+17,-1.124e+18,6.5e+16,-7.95e+17,1.3e+16,gmt,gcmt:B080290A;us:B080290A;gem:358190
090490F,nan,-68.66,-30.92,118.0,5.7,mw,215.0,44.0,-92.0,37.0,46.0,-88.0,1.0,126.0,1.0,216.0,88.0,356.0,-4.189e+17,1.276e+17,2.913e+17,-1.53e+16,-8300000000000000.0,2.503e+17,gmt,gcmt:B090490F;us:B090490F;gem:355546
122190F,nan,-69.7,-32.71,130.0,5.4,mw,289.0,47.0,-7.0,24.0,85.0,-137.0,24.0,149.0,47.0,30.0,33.0,256.0,-2.85e+16,9.75e+16,-6.899999999999999e+16,-5.15e+16,-1.004e+17,9.67e+16,gmt,gcmt:B122190F;us:B122190F;gem:348181
081891D,nan,-71.9,-31.95,46.0,5.2,mw,312.0,18.0,37.0,186.0,79.0,105.0,54.0,114.0,15.0,3.0,32.0,263.0,2.802e+16,8050000000000000.0,-3.607e+16,-9880000000000000.0,-7.311e+16,1.715e+16,gmt,gcmt:B081891D;us:B081891D;gem:323269
091591E,nan,-69.96,-31.58,123.0,5.8,mw,262.0,87.0,0.0,172.0,90.0,177.0,2.0,127.0,87.0,351.0,2.0,217.0,1.17e+16,-1.936e+17,1.819e+17,4500000000000000.0,-3.22e+16,6.721e+17,gmt,gcmt:B091591E;us:B091591E;gem:320042
120191C,nan,-69.55,-32.03,114.0,5.4,mw,197.0,46.0,-121.0,58.0,52.0,-62.0,3.0,129.0,22.0,220.0,68.0,32.0,-1.074e+17,2.52e+16,8.21e+16,-2.26e+16,600000000000000.0,1.199e+17,gmt,gcmt:B120191C;us:B120191C;gem:309241
050392B,nan,-71.66,-32.36,61.0,5.5,mw,275.0,4.0,23.0,162.0,88.0,94.0,46.0,75.0,4.0,342.0,43.0,248.0,2.31e+16,-2.9e+16,5900000000000000.0,6.59e+16,-2.0710000000000003e+17,4200000000000001.0,gmt,gcmt:B050392B;us:B050392B;gem:289842
051892B,nan,-72.03,-33.61,15.0,6.1,mw,19.0,8.0,120.0,169.0,83.0,86.0,52.0,75.0,4.0,170.0,38.0,263.0,4.69e+17,-9.7e+16,-3.73e+17,3.37e+17,-1.655e+18,-7.000000000000001e+16,gmt,gcmt:B051892B;us:B051892B;gem:291906
052292A,nan,-72.42,-33.84,34.0,5.5,mw,0.0,21.0,92.0,178.0,69.0,89.0,66.0,87.0,1.0,179.0,24.0,269.0,1.865e+17,-1.54e+16,-1.711e+17,6600000000000000.0,-1.971e+17,1200000000000000.0,gmt,gcmt:B052292A;us:B052292A;gem:292583
110492E,nan,-72.21,-31.98,19.0,6.0,mw,0.0,28.0,93.0,177.0,62.0,89.0,73.0,84.0,1.0,177.0,17.0,268.0,1.076e+18,-2.3e+16,-1.053e+18,5.6e+16,-7.33e+17,3e+16,gmt,gcmt:B110492E;us:B110492E;neic:261004;gem:261004
111792B,nan,-71.63,-30.85,55.0,5.3,mw,0.0,32.0,106.0,161.0,60.0,80.0,73.0,47.0,8.0,166.0,14.0,258.0,9.212999999999998e+16,2540000000000000.0,-9.467e+16,2.521e+16,-4.781e+16,1.776e+16,gmt,gcmt:B111792B;us:B111792B;gem:263067
112892B,nan,-72.08,-31.59,22.0,6.4,mw,51.0,52.0,-177.0,319.0,87.0,-38.0,24.0,12.0,52.0,136.0,28.0,269.0,-8.42e+17,4.764e+18,-3.921e+18,2.736e+18,-2.11e+18,-1.185e+18,gmt,gcmt:C112892B;us:C112892B;neic:264929;gem:264929
122992C,nan,-67.15,-31.55,144.0,5.4,mw,139.0,26.0,-112.0,343.0,66.0,-80.0,21.0,65.0,9.0,159.0,67.0,272.0,-8.853e+16,-1070000000000000.0,8.960000000000002e+16,2.374e+16,-8.882999999999998e+16,-6.148e+16,gmt,gcmt:B122992C;us:B122992C;gem:259890
031793A,nan,-75.37,-38.67,15.0,5.6,mw,224.0,30.0,-37.0,348.0,72.0,-115.0,23.0,96.0,24.0,356.0,56.0,226.0,-1.572e+17,-6.33e+16,2.2040000000000003e+17,7.39e+16,-2.148e+17,7.56e+16,gmt,gcmt:B031793A;us:B031793A;gem:243498
060193C,nan,-77.64,-46.0,15.0,5.9,mw,172.0,73.0,16.0,77.0,75.0,162.0,23.0,34.0,67.0,217.0,1.0,125.0,1.86e+16,2.8650000000000003e+17,-3.051e+17,3.536e+17,-2.281e+17,-7.769e+17,gmt,gcmt:B060193C;us:B060193C;gem:225691
060893F,nan,-69.13,-31.62,124.0,6.3,mw,40.0,41.0,-95.0,226.0,49.0,-86.0,4.0,313.0,3.0,44.0,85.0,172.0,-2.988e+18,1.386e+18,1.601e+18,4.03e+17,2.08e+17,1.768e+18,gmt,gcmt:C060893F;us:C060893F;neic:227125;gem:227125
071693C,nan,-72.56,-33.32,19.0,5.6,mw,7.0,18.0,111.0,164.0,73.0,83.0,62.0,64.0,7.0,167.0,28.0,260.0,1.913e+17,1.27e+16,-2.041e+17,8.7e+16,-2.714e+17,1.82e+16,gmt,gcmt:B071693C;us:B071693C;gem:221514
071793A,nan,-71.58,-30.03,67.0,5.7,mw,342.0,10.0,46.0,207.0,83.0,97.0,52.0,125.0,7.0,26.0,37.0,290.0,9.22e+16,2.48e+16,-1.17e+17,-1.716e+17,-3.34e+17,-1.45e+16,gmt,gcmt:B071793A;us:B071793A;gem:221587
103093E,nan,-68.16,-31.77,126.0,5.8,mw,180.0,41.0,-125.0,43.0,58.0,-64.0,9.0,114.0,22.0,208.0,66.0,3.0,-5.091e+17,-2500000000000000.0,5.116e+17,-2.775e+17,-8.2e+16,2.3570000000000003e+17,gmt,gcmt:B103093E;us:B103093E;gem:205282
041694D,nan,-71.84,-32.23,31.0,5.6,mw,10.0,26.0,108.0,171.0,65.0,81.0,69.0,64.0,8.0,174.0,19.0,267.0,2.35e+17,0.0,-2.35e+17,5.12e+16,-1.875e+17,-3700000000000000.0,gmt,gcmt:B041694D;us:B041694D;gem:177967
042894B,nan,-75.72,-39.95,15.0,5.5,mw,225.0,51.0,-44.0,346.0,57.0,-132.0,3.0,104.0,34.0,12.0,55.0,199.0,-1.66e+17,-6.7e+16,2.33e+17,9.17e+16,-4.85e+16,8.7e+16,gmt,gcmt:B042894B;us:B042894B;gem:179547
061694B,nan,-71.96,-32.99,36.0,5.1,mw,10.0,22.0,112.0,166.0,70.0,81.0,64.0,62.0,8.0,169.0,24.0,263.0,3.409e+16,-2630000000000000.0,-3.146e+16,1.205e+16,-3.362e+16,190000000000000.0,gmt,gcmt:B061694B;us:B061694B;gem:169502
091294B,nan,-72.13,-31.26,47.0,5.9,mw,306.0,21.0,51.0,167.0,74.0,103.0,59.0,95.0,13.0,343.0,28.0,246.0,3.786e+17,-1.14e+16,-3.671e+17,1.391e+17,-6.761e+17,3.028e+17,gmt,gcmt:B091294B;us:B091294B;neic:155708;gem:155708
091494C,nan,-72.09,-31.23,28.0,5.4,mw,26.0,32.0,131.0,160.0,66.0,68.0,62.0,35.0,20.0,170.0,18.0,267.0,1.1140000000000002e+17,3.84e+16,-1.499e+17,5.19e+16,-9.2e+16,-4700000000000000.0,gmt,gcmt:B091494C;us:B091494C;gem:156078
091794D,nan,-72.01,-32.48,19.0,5.7,mw,11.0,26.0,83.0,199.0,64.0,93.0,71.0,117.0,3.0,18.0,19.0,287.0,2.933e+17,5500000000000000.0,-2.988e+17,-8.63e+16,-2.241e+17,-9.24e+16,gmt,gcmt:B091794D;us:B091794D;gem:156469
092294C,nan,-71.9,-32.07,27.0,5.4,mw,61.0,36.0,21.0,314.0,78.0,124.0,46.0,259.0,33.0,126.0,25.0,18.0,6.07e+16,-1.331e+17,7.24e+16,-8.95e+16,1.0169999999999998e+17,3.31e+16,gmt,gcmt:B092294C;us:B092294C;gem:157186
101194A,nan,-71.91,-32.22,58.0,5.7,mw,284.0,33.0,37.0,162.0,71.0,118.0,55.0,108.0,26.0,332.0,21.0,232.0,2.887e+17,-2.085e+17,-8.02e+16,-4.57e+16,-3.705e+17,1.722e+17,gmt,gcmt:B101194A;us:B101194A;neic:148630;gem:148630
102094A,nan,-70.8,-39.19,170.0,5.9,mw,234.0,15.0,161.0,343.0,85.0,76.0,48.0,238.0,14.0,344.0,39.0,86.0,1.434e+17,1.437e+17,-2.87e+17,-2.767e+17,8.699999999999999e+17,-1.3839999999999998e+17,gmt,gcmt:B102094A;us:B102094A;neic:151335;gem:151335
032395B,nan,-72.81,-36.33,15.0,5.5,mw,21.0,6.0,120.0,170.0,85.0,87.0,50.0,77.0,3.0,171.0,40.0,263.0,2.17e+16,2.91e+16,-5.09e+16,3.29e+16,-1.986e+17,2500000000000000.0,gmt,gcmt:B032395B;us:B032395B;gem:115023
042895A,nan,-71.99,-32.06,21.0,5.2,mw,126.0,42.0,61.0,342.0,54.0,114.0,70.0,308.0,19.0,148.0,6.0,56.0,6.829e+16,-3.449e+16,-3.379e+16,2.317e+16,3.162e+16,1.079e+16,gmt,gcmt:B042895A;us:B042895A;gem:111426
060295B,nan,-71.64,-31.72,92.0,5.5,mw,166.0,14.0,-73.0,328.0,76.0,-94.0,31.0,62.0,4.0,330.0,59.0,233.0,-9.64e+16,-1.16e+16,1.08e+17,1.178e+17,-1.934e+17,-7.45e+16,gmt,gcmt:B060295B;us:B060295B;gem:96740
100195A,nan,-71.76,-31.33,90.0,5.4,mw,180.0,18.0,-74.0,344.0,73.0,-95.0,28.0,78.0,5.0,345.0,62.0,246.0,-6.48e+16,-2.24e+16,8.72e+16,3.32e+16,-1.099e+17,-2.14e+16,gmt,gcmt:B100195A;us:19951001125015;gem:72835
100395J,nan,-72.65,-30.86,23.0,5.7,mw,9.0,41.0,104.0,171.0,51.0,79.0,80.0,28.0,9.0,178.0,5.0,269.0,3.541e+17,7.67e+16,-4.308e+17,4.62e+16,-6.879999999999999e+16,4300000000000000.0,gmt,gcmt:B100395J;us:B100395J;gem:73456
112195D,nan,-72.3,-33.33,16.0,5.7,mw,355.0,20.0,84.0,181.0,71.0,92.0,64.0,95.0,2.0,1.0,26.0,270.0,2.851e+17,-1.14e+16,-2.737e+17,-1.4199999999999998e+16,-3.457e+17,9700000000000000.0,gmt,gcmt:B112195D;us:B112195D;gem:70222
021996E,nan,-76.02,-42.45,15.0,6.0,mw,201.0,27.0,-85.0,15.0,63.0,-93.0,18.0,107.0,2.0,16.0,72.0,279.0,-7.382e+17,-1.738e+17,9.12e+17,-1.619e+17,-6.145e+17,3.822e+17,gmt,gcmt:B021996E;us:B021996E;neic:948724;gem:948724
022296C,nan,-72.0,-33.53,50.0,5.9,mw,93.0,40.0,49.0,321.0,61.0,119.0,63.0,278.0,25.0,126.0,11.0,31.0,5.769e+17,-5.615e+17,-1.54e+16,-1.0189999999999998e+17,3.726e+17,3.827e+17,gmt,gcmt:B022296C;us:B022296C;neic:949543;gem:949543
031196C,nan,-71.45,-42.34,134.0,5.3,mw,208.0,13.0,40.0,79.0,82.0,100.0,52.0,0.0,10.0,257.0,36.0,160.0,1.55e+16,-4.06e+16,2.51e+16,1.113e+17,2.84e+16,-3.69e+16,gmt,gcmt:B031196C;us:B031196C;gem:952663
042596A,nan,-71.52,-30.24,73.0,5.2,mw,7.0,42.0,-82.0,177.0,48.0,-97.0,3.0,272.0,5.0,182.0,84.0,34.0,-8.548e+16,1.839e+16,6.708e+16,-9030000000000000.0,8850000000000000.0,2060000000000000.0,gmt,gcmt:B042596A;us:B042596A;gem:960674
081496F,nan,-72.81,-42.36,33.0,5.2,mw,215.0,29.0,-11.0,314.0,85.0,-119.0,33.0,69.0,29.0,317.0,43.0,196.0,-6950000000000000.0,-3.253e+16,3.948e+16,3.276e+16,-5.418999999999999e+16,-2.383e+16,gmt,gcmt:B081496F;us:B081496F;gem:980844
090996A,nan,-71.94,-32.06,49.0,5.9,mw,334.0,40.0,55.0,196.0,58.0,116.0,9.561831584790824,18.808919209886824,45.38547168006586,118.63942839777286,43.03202117094225,279.76100851755336,7.549e+17,2.167e+17,-9.717e+17,-2.657e+17,-3.075e+17,8.27e+16,gmt,gcmt:C090996A;us:pde19960909002039120_39;neic:985382;gem:985382
021097B,nan,-68.31,-32.98,152.0,5.3,mw,317.0,15.0,-31.0,77.0,82.0,-103.0,36.0,178.0,13.0,79.0,51.0,333.0,-2.933e+16,3.393e+16,-4600000000000000.0,-9.537000000000002e+16,-2.647e+16,-1.6220000000000002e+16,gmt,gcmt:B021097B;us:B021097B;gem:1010513
031097A,nan,-71.58,-30.11,50.0,5.6,mw,10.0,38.0,94.0,184.0,52.0,87.0,83.0,75.0,3.0,186.0,7.0,277.0,3.564e+17,-6.62e+16,-2.902e+17,1.09e+16,-8.04e+16,-2.84e+16,gmt,gcmt:B031097A;us:B031097A;gem:1015575
032597A,nan,-70.62,-33.45,90.0,5.5,mw,158.0,59.0,-161.0,58.0,74.0,-33.0,10.0,111.0,54.0,215.0,34.0,14.0,-6.04e+16,-1.123e+17,1.727e+17,-1.1279999999999998e+17,-8000000000000000.0,1.068e+17,gmt,gcmt:B032597A;us:B032597A;gem:1018080
042097B,nan,-70.39,-33.85,116.0,5.6,mw,181.0,13.0,-93.0,4.0,77.0,-89.0,32.0,93.0,1.0,184.0,58.0,275.0,-1.077e+17,-3e+16,1.3779999999999998e+17,-1.85e+16,-2.522e+17,8300000000000000.0,gmt,gcmt:B042097B;us:B042097B;gem:1022732
061997F,nan,-70.19,-33.15,116.0,5.3,mw,150.0,24.0,-137.0,20.0,74.0,-72.0,27.0,95.0,17.0,195.0,57.0,313.0,-7.006e+16,-9930000000000000.0,7.998e+16,-5.121000000000001e+16,-9.756e+16,-1.321e+16,gmt,gcmt:B061997F;us:B061997F;neic:1032843;gem:1032843
070697D,nan,-72.46,-30.26,15.0,5.7,mw,352.0,24.0,80.0,183.0,66.0,95.0,69.0,102.0,4.0,1.0,21.0,269.0,3.727e+17,2.25e+16,-3.952e+17,-3.22e+16,-3.46e+17,1.85e+16,gmt,gcmt:B070697D;us:B070697D;gem:1035721
072197H,nan,-71.79,-30.72,15.0,5.9,mw,29.0,27.0,123.0,173.0,67.0,74.0,64.0,57.0,14.0,179.0,21.0,275.0,5.858e+17,1.049e+17,-6.908e+17,1.44e+17,-5.884e+17,-1.3700000000000002e+17,gmt,gcmt:B072197H;us:B072197H;neic:1038069;gem:1038069
072497A,nan,-72.63,-30.63,15.0,5.7,mw,0.0,31.0,91.0,179.0,59.0,89.0,76.0,86.0,1.0,179.0,14.0,269.0,3.26e+17,2.48e+16,-3.508e+17,7000000000000001.0,-1.768e+17,4800000000000000.0,gmt,gcmt:B072497A;us:B072497A;gem:1038486
072597A,nan,-72.37,-30.54,15.0,6.0,mw,345.0,26.0,78.0,178.0,65.0,96.0,70.0,100.0,5.0,356.0,20.0,264.0,1.158e+18,-8e+16,-1.079e+18,-4.5e+16,-9.27e+17,1.53e+17,gmt,gcmt:C072597A;us:C072597A;neic:1038555;gem:1038555
072597B,nan,-72.3,-30.69,15.0,6.0,mw,358.0,25.0,79.0,191.0,66.0,95.0,69.0,111.0,5.0,8.0,20.0,277.0,1.088e+18,-7.9e+16,-1.01e+18,-2.3e+17,-8.91e+17,-6.2e+16,gmt,gcmt:C072597B;us:C072597B;gem:1038565
072797A,nan,-72.41,-30.64,15.0,6.2,mw,354.0,19.0,86.0,178.0,71.0,91.0,64.0,90.0,1.0,358.0,26.0,267.0,1.917e+18,-1.14e+17,-1.803e+18,5.3e+16,-2.347e+18,1.27e+17,gmt,gcmt:C072797A;us:C072797A;neic:1038836;gem:1038836
081897B,nan,-72.42,-30.08,15.0,5.7,mw,4.0,24.0,96.0,177.0,66.0,87.0,69.0,82.0,3.0,178.0,21.0,269.0,3.147e+17,-1.83e+16,-2.964e+17,2.38e+16,-2.769e+17,-3400000000000000.0,gmt,gcmt:B081897B;us:B081897B;gem:937180
110397G,nan,-71.69,-30.99,51.0,6.1,mw,352.0,31.0,88.0,175.0,59.0,91.0,37.761243907035066,41.56505117707809,22.207654298596463,150.0,43.97664345116371,263.1985905136482,1.804e+18,1.21e+17,-1.926e+18,7.099999999999999e+16,-1.011e+18,2.34e+17,gmt,gcmt:C110397G;us:pde19971103191733810_45;neic:1050658;gem:1050658
110597B,nan,-78.73,-44.54,15.0,5.5,mw,80.0,75.0,-173.0,349.0,84.0,-15.0,6.0,35.0,73.0,146.0,15.0,304.0,-1.4299999999999998e+16,9.97e+16,-8.54e+16,-1.57e+16,-7.48e+16,-2.387e+17,gmt,gcmt:B110597B
121897B,nan,-72.92,-41.99,44.0,5.2,mw,87.0,27.0,37.0,323.0,74.0,112.0,56.0,261.0,21.0,136.0,26.0,35.0,3.339e+16,-3.686e+16,3470000000000000.0,-2.889e+16,4.644e+16,2.567e+16,gmt,gcmt:B121897B;us:B121897B;gem:1059399
011298G,nan,-71.87,-31.25,35.0,6.6,mw,355.0,27.0,91.0,174.0,63.0,90.0,33.33301807416514,31.775708519258217,27.54893097568766,141.8411032817299,44.0907451985512,262.1959265545265,6.913e+18,9.1e+16,-7.004e+18,5.5600000000000006e+17,-5.18e+18,6.83e+17,gmt,gcmt:C011298G;us:pde19980112101407630_34;gem:1063904
011498D,nan,-68.16,-31.82,134.0,5.2,mw,176.0,31.0,-123.0,34.0,65.0,-72.0,18.0,110.0,16.0,206.0,65.0,336.0,-6.84e+16,1.306e+16,5.534e+16,-4.489e+16,-2.975e+16,4830000000000000.0,gmt,gcmt:B011498D;us:B011498D;gem:1064295
050898E,nan,-78.08,-45.15,15.0,5.3,mw,158.0,55.0,-17.0,258.0,76.0,-144.0,14.0,24.0,51.0,275.0,35.0,124.0,-1.777e+16,4.755e+16,-2.9780000000000004e+16,4.944e+16,4.675e+16,-6.467e+16,gmt,gcmt:B050898E;gem:1105435
060798B,nan,-67.77,-31.48,125.0,5.9,mw,148.0,54.0,-145.0,36.0,62.0,-42.0,33.742789116360264,254.50714201769028,55.73632047391157,63.19733241337372,5.267886192150525,160.97602781081537,-4.43e+17,-3.694e+17,8.124e+17,-3.63e+17,-9.25e+16,4.14e+16,gmt,gcmt:B060798B;us:pde19980607161046250_113;neic:1144367;gem:1144367
072998A,nan,-71.67,-32.3,58.0,6.4,mw,181.0,40.0,116.0,329.0,55.0,70.0,38.89253067578455,27.542566630544517,20.40868478590897,135.0086949330978,44.09390416644857,246.1385814718389,4.75e+18,-8.5e+16,-4.666e+18,-1.81e+18,8.31e+17,1.261e+18,gmt,gcmt:C072998A;us:pde19980729071424080_51;neic:1169274;gem:1169274
082498B,nan,-69.32,-32.84,115.0,5.1,mw,102.0,29.0,-106.0,300.0,62.0,-81.0,16.0,24.0,8.0,116.0,72.0,231.0,-4.466e+16,4.109e+16,3570000000000000.0,2.462e+16,-1.851e+16,-1.772e+16,gmt,gcmt:B082498B;us:B082498B;gem:1178523
101098A,nan,-72.48,-33.87,20.0,5.6,mw,352.0,26.0,87.0,175.0,64.0,91.0,71.0,88.0,1.0,355.0,19.0,264.0,2.654e+17,7099999999999999.0,-2.725e+17,1.48e+16,-2.172e+17,3.2e+16,gmt,gcmt:B101098A;us:B101098A;gem:1310998
110698A,nan,-79.34,-44.52,15.0,5.9,mw,256.0,69.0,171.0,349.0,82.0,22.0,21.0,214.0,67.0,9.0,9.0,121.0,-6.36e+16,3.284e+17,-2.648e+17,-2.661e+17,2.818e+17,-6.816e+17,gmt,gcmt:B110698A;gem:1322639
112798D,nan,-69.21,-32.04,129.0,5.4,mw,191.0,45.0,-107.0,35.0,47.0,-74.0,1.0,113.0,12.0,203.0,78.0,19.0,-1.681e+17,1.02e+16,1.579e+17,-3.19e+16,7500000000000000.0,7.67e+16,gmt,gcmt:B112798D;us:B112798D;gem:1326078
121198B,nan,-68.94,-31.52,128.0,5.4,mw,32.0,41.0,-97.0,221.0,49.0,-84.0,4.0,306.0,4.0,37.0,84.0,174.0,-1.3959999999999998e+17,4.11e+16,9.85e+16,2.01e+16,1.26e+16,9.4e+16,gmt,gcmt:B121198B;us:B121198B;gem:1333342
122698A,nan,-75.74,-40.9,15.0,5.5,mw,187.0,18.0,-89.0,6.0,72.0,-90.0,27.0,96.0,0.0,6.0,63.0,275.0,-1.31e+17,-1.7499999999999998e+16,1.485e+17,-2.02e+16,-2.009e+17,1.8e+16,gmt,gcmt:B122698A;us:B122698A;gem:1335721
020599D,nan,-70.56,-34.78,99.0,5.2,mw,126.0,47.0,146.0,241.0,66.0,48.0,51.0,103.0,37.0,261.0,11.0,359.0,4.761999999999999e+16,-6.595e+16,1.833e+16,-2.171e+16,-6.548e+16,1.162e+16,gmt,gcmt:B020599D;us:B020599D;gem:1449023
030599B,nan,-70.25,-34.75,15.0,5.9,mw,170.0,12.0,69.0,12.0,79.0,94.0,56.0,287.0,4.0,191.0,34.0,98.0,3.858e+17,-2.7300000000000004e+16,-3.585e+17,2.023e+17,8.644e+17,4500000000000000.0,gmt,gcmt:B030599B;us:B030599B;gem:1538377
032799B,nan,-71.85,-40.32,15.0,5.4,mw,174.0,72.0,174.0,266.0,85.0,18.0,17.0,132.0,71.0,282.0,9.0,39.0,-1.28e+16,-2e+16,3.27e+16,-5.779999999999999e+16,-3.24e+16,1.7e+17,gmt,gcmt:B032799B;us:B032799B;gem:1546940
042599B,nan,-69.34,-31.91,120.0,5.3,mw,36.0,42.0,-62.0,181.0,54.0,-113.0,6.0,286.0,18.0,194.0,71.0,35.0,-8.96e+16,-2.11e+16,1.1080000000000002e+17,-1.36e+16,2.86e+16,4.53e+16,gmt,gcmt:B042599B;us:B042599B;gem:1627792
043099E,nan,-72.27,-31.9,32.0,5.5,mw,355.0,29.0,81.0,185.0,61.0,95.0,73.0,107.0,4.0,3.0,16.0,272.0,1.789e+17,5.36e+16,-2.3250000000000003e+17,-1.62e+16,-1.296e+17,-4500000000000000.0,gmt,gcmt:B043099E;us:B043099E;gem:1629748
052299A,nan,-70.57,-36.56,164.0,5.3,mw,204.0,12.0,-65.0,359.0,80.0,-95.0,34.0,93.0,5.0,0.0,55.0,263.0,-4.258e+16,1.327e+16,2.93e+16,4500000000000000.0,-9.449e+16,7980000000000000.0,gmt,gcmt:B052299A;us:B052299A;gem:1681383
080299A,nan,-70.1,-33.08,108.0,5.5,mw,141.0,19.0,-151.0,23.0,81.0,-73.0,34.0,99.0,17.0,201.0,51.0,313.0,-5.91e+16,-5.560000000000001e+16,1.147e+17,-8.11e+16,-1.879e+17,-7600000000000000.0,gmt,gcmt:B080299A;us:B080299A;gem:1654910
080499C,nan,-67.98,-31.87,126.0,5.3,mw,155.0,45.0,-139.0,33.0,62.0,-53.0,10.0,98.0,32.0,194.0,56.0,353.0,-8.74e+16,-2.45e+16,1.119e+17,-7.94e+16,-2.44e+16,5600000000000000.0,gmt,gcmt:B080499C;us:B080499C;neic:1654972;gem:1654972
082299A,nan,-75.44,-40.88,15.0,6.4,mw,202.0,45.0,-84.0,14.0,46.0,-96.0,44.6690416493965,40.73786484284193,20.715636063971424,152.69028313714057,38.09515725429969,259.93657142269245,-4.099e+18,-1.79e+17,4.279e+18,2.06e+17,-1.49e+17,1.601e+18,gmt,gcmt:C082299A;us:pde19990822093539470_33;neic:1703360;gem:1703360
092999E,nan,-72.6,-30.94,15.0,5.7,mw,352.0,31.0,87.0,175.0,59.0,92.0,45.000000000000014,270.0,9.57104909328436e-16,0.0,44.99999999999999,90.0,3.346e+17,3.49e+16,-3.696e+17,1.17e+16,-1.935e+17,4.38e+16,gmt,gcmt:B092999E;us:pde19990929180131830_33;neic:1656614;gem:1656614
061600B,nan,-69.92,-33.95,109.0,6.4,mw,219.0,33.0,-67.0,11.0,60.0,-105.0,44.093904166448574,291.13858147183896,20.40868478590902,180.00869493309773,38.8925306757845,72.54256663054446,-3.805e+18,2.61e+17,3.544e+18,3.1e+16,-2.307e+18,1.862e+18,gmt,gcmt:C061600B;us:pde20000616075535390_120;neic:1736564;gem:1736564
122000C,nan,-75.39,-39.36,15.0,6.4,mw,206.0,43.0,-72.0,3.0,50.0,-106.0,44.99999999999999,275.0,5.9237830942258e-14,5.000000000000057,44.99999999999999,95.00000000000011,-4.402e+18,-1.415e+18,5.817e+18,3.74e+17,-8.18e+17,1.941e+18,gmt,gcmt:B122000C;us:pde20001220112354100_11;neic:1743179;gem:1743179
010701C,nan,-72.33,-33.52,21.0,5.9,mw,353.0,23.0,85.0,178.0,67.0,92.0,68.0,92.0,2.0,358.0,22.0,267.0,6.175e+17,4.78e+16,-6.653e+17,8400000000000002.0,-6.367e+17,4.92e+16,gmt,gcmt:B010701C;us:B010701C;neic:1763321;gem:1763321
030301E,nan,-75.45,-39.48,15.0,5.8,mw,228.0,31.0,-43.0,357.0,69.0,-114.0,20.0,105.0,22.0,6.0,59.0,233.0,-4.3840000000000006e+17,-2.72e+16,4.656e+17,1.2809999999999998e+17,-4.8230000000000006e+17,2.492e+17,gmt,gcmt:B030301E
031501G,nan,-72.04,-32.61,42.0,5.9,mw,144.0,38.0,59.0,2.0,58.0,112.0,18.128390911988205,145.71400646480276,40.00490767996682,39.76581116227345,44.42282272991528,254.4294498501203,7.484e+17,-9.79e+16,-6.505e+17,2.455e+17,3.467e+17,2.121e+17,gmt,gcmt:C031501G;us:pde20010315130242110_37;neic:1780686;gem:1780686
050601E,nan,-70.92,-32.95,50.0,5.2,mw,313.0,32.0,42.0,185.0,69.0,115.0,58.0,130.0,23.0,356.0,20.0,257.0,4.154e+16,3490000000000000.0,-4.503999999999999e+16,-1.53e+16,-4.558e+16,2.266e+16,gmt,gcmt:B050601E;us:B050601E;gem:1893261
101201B,nan,-69.04,-33.16,15.0,5.3,mw,222.0,78.0,171.0,314.0,81.0,12.0,15.0,178.0,75.0,349.0,2.0,87.0,-7099999999999999.0,1.041e+17,-9.7e+16,-3.09e+16,2000000000000000.0,7700000000000000.0,gmt,gcmt:B101201B;us:B101201B;gem:2170887
022102D,nan,-67.3,-31.77,134.0,5.4,mw,131.0,33.0,-149.0,15.0,74.0,-61.0,23.0,83.0,28.0,186.0,52.0,319.0,-7.131e+16,-1.059e+16,8.19e+16,-6.245e+16,-9.371e+16,-4.49e+16,gmt,gcmt:B022102D;us:B022102D;gem:2903490
030302A,nan,-76.42,-45.92,15.0,5.9,mw,258.0,83.0,-176.0,168.0,86.0,-7.0,2.0,213.0,82.0,320.0,8.0,123.0,-1.1020000000000002e+17,3.625e+17,-2.522e+17,1.34e+16,9.12e+16,-7e+17,gmt,gcmt:C030302A;us:C030302A;neic:2903943;gem:2903943
