
  International Seismological Centre
  ISC: Focal Mechanism solutions

Any use of data from the ISC *should be cited*. The correct format for
citations may be found on our citation page <http://www.isc.ac.uk/
citations/>.

Once the search has completed, a compressed KML file <https://
www.isc.ac.uk/temp/kml/507173769.kmz> will be available to view the
results in Google Earth <http://earth.google.com/>.

Sorry a problem has occured with the map.
*Search summary:*
Database: Reviewed ISC Bulletin
Search type: Rectangular search
Latitude range: -51 to -27
Longitude range: -80 to -65
Start date: 1976-01-01 00:00:00
End date: 2025-08-01 00:00:00
Magnitude >= 4.9
Events found: 1650
Date of search: Mon Sep 1 13:00:30 2025 GMT

Agencies whose data contributed towards the results of this search are
listed at the bottom of the page.

/Please note:/

Data on or after 2023/09/01 have not been reviewed by the ISC.



DATA_TYPE FOCAL_MECHANISM_SOLUTIONS
Reviewed ISC Bulletin
-----EVENT----|------------------------------ORIGIN------------------------------|FM AUTHOR|----MOMENT---|-----------MOMENT TENSOR COMPONENTS---------|---------------NODAL PLANES--------------|-----------------------PRINCIPAL AXES-------------------------|
 EVENT_ID,TYPE,AUTHOR   ,DATE      ,TIME       ,LAT     ,LON      ,DEPTH,CENTROID,AUTHOR   ,EX,MO   ,MW  ,EX,MRR   ,MTT   ,MPP   ,MRT   ,MTP   ,MPR   ,STRIKE,DIP  ,RAKE   ,STRIKE,DIP  ,RAKE   ,EX,T_VAL ,T_PL ,T_AZM ,P_VAL ,P_PL ,P_AZM ,N_VAL ,N_PL ,N_AZM 
611682876 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=611682876&out_format=ISF2&request=COMPREHENSIVE>,se  ,IPGP <https://www.isc.ac.uk/cgi-bin/agency-get?agency=IPGP>     ,2018-02-08,21:19:23.00,-37.4180, -74.0370, 14.0,        ,IPGP <https://www.isc.ac.uk/cgi-bin/agency-get?agency=IPGP>     ,  ,     , 5.6,  ,      ,      ,      ,      ,      ,      , 36.00,27.00, 123.00,179.00,67.00,  74.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
611682876 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=611682876&out_format=ISF2&request=COMPREHENSIVE>,se  ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,2018-02-08,21:19:24.82,-37.4387, -73.9794,  4.3,        ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,17,2.450, 5.5,17, 1.038,-0.230,-0.808,-0.293,-0.855,-2.075, 62.61,21.05, 139.20,191.47,76.43,  73.76,17, 2.406,56.00, 81.00,-2.497,30.00,295.00, 0.091,16.00,195.00
611682876 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=611682876&out_format=ISF2&request=COMPREHENSIVE>,se  ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,2018-02-08,21:19:24.82,-37.4387, -73.9794,  4.3,        ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,17,3.690, 5.5,17, 2.351, 0.544,-2.895,-0.461,-0.539,-2.447,  6.42,23.51,  86.44,190.30,66.54,  91.55,17, 3.335,68.00,103.00,-3.959,22.00,279.00, 0.625, 1.00, 10.00
611682876 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=611682876&out_format=ISF2&request=COMPREHENSIVE>,se  ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,2018-02-08,21:19:25.80,-37.5304, -74.0595, 11.5,TRUE    ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,17,3.010, 5.6,17, 1.406, 0.214,-1.620,-0.471,-0.537,-2.519, 21.62,16.08, 100.25,190.96,74.18,  87.06,17, 2.840,61.00, 97.00,-3.189,29.00,283.00, 0.349, 3.00,192.00
611682876 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=611682876&out_format=ISF2&request=COMPREHENSIVE>,se  ,GFZ <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GFZ>      ,2018-02-08,21:19:26.41,-37.3960, -73.7290, 12.0,TRUE    ,GFZ <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GFZ>      ,17,1.587, 5.4,17, 1.289,-0.062,-1.227,-0.054,-0.573,-0.777, 33.15,31.77, 107.75,192.52,59.91,  79.31,17, 1.517,72.89, 76.05,-1.649,14.28,290.30, 0.133, 9.24,197.93
611682876 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=611682876&out_format=ISF2&request=COMPREHENSIVE>,se  ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,2018-02-08,21:19:28.30,-37.5800, -74.1900, 12.2,TRUE    ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,17,2.586, 5.5,17, 1.280, 0.089,-1.370,-0.144,-0.413,-2.180, 27.00,17.00, 111.00,185.00,74.00,  84.00,17, 2.509,60.00, 86.00,-2.663,29.00,280.00, 0.154, 6.00,187.00
611689067 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=611689067&out_format=ISF2&request=COMPREHENSIVE>,se  ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,2018-02-15,23:36:21.18,-27.8173, -71.6935,  8.2,        ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,16,1.080, 4.6,16, 0.564, 0.074,-0.638, 0.173, 0.136,-0.862,168.78,72.55,  89.47,350.56,17.46,  91.70,16, 1.023,62.00, 78.00,-1.122,28.00,259.00, 0.099, 1.00,169.00
611689157 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=611689157&out_format=ISF2&request=COMPREHENSIVE>,se  ,GFZ <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GFZ>      ,2018-02-16,11:50:33.42,-29.3520, -69.3980,112.0,TRUE    ,GFZ <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GFZ>      ,16,1.925, 4.8,16, 1.474, 0.215,-1.689, 0.189, 0.120,-1.059,  1.34,28.18,  98.00,172.28,62.12,  85.74,16, 1.809,72.55, 72.19,-2.023,17.01,265.44, 0.214, 3.77,174.28
611689157 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=611689157&out_format=ISF2&request=COMPREHENSIVE>,se  ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,2018-02-16,11:50:33.80,-29.5550, -69.3067,120.5,TRUE    ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,16,1.920, 4.8,16, 0.957,-1.114, 0.157,-0.113, 1.399,-0.830,158.22,66.42, 141.11,266.10,54.87,  29.28,16, 1.784,44.00,118.00,-2.059, 7.00,215.00, 0.276,46.00,312.00
611711821 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=611711821&out_format=ISF2&request=COMPREHENSIVE>,se  ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,2018-02-26,23:31:52.70,-28.3200, -67.5300,147.3,TRUE    ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,16,2.550, 4.9,16,-0.647,-1.130, 1.770,-1.530, 1.130,-0.697, 58.00,80.00, -45.00,158.00,46.00,-166.00,16, 2.619,22.00,116.00,-2.482,38.00,  8.00,-0.144,44.00,228.00
611722876 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=611722876&out_format=ISF2&request=COMPREHENSIVE>,se  ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,2018-03-02,11:27:32.17,-34.4224, -70.3734,102.8,        ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,15,5.480, 4.4,15,-1.742, 1.007, 0.734, 3.126,-0.807,-4.165,120.36, 9.63,-111.76,322.40,81.06, -86.40,15, 5.419,36.00, 49.00,-5.545,54.00,237.00, 0.126, 4.00,142.00
611727064 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=611727064&out_format=ISF2&request=COMPREHENSIVE>,se  ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,2018-03-02,18:06:46.20,-44.5213, -76.9860, 11.5,TRUE    ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,16,6.100, 5.1,16,-2.699,-0.164, 2.863,-3.030,-1.341, 4.317,146.25,75.49, -98.36,356.65,16.70, -60.66,16, 6.341,30.00,243.00,-5.857,59.00, 45.00,-0.484, 8.00,148.00
611727064 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=611727064&out_format=ISF2&request=COMPREHENSIVE>,se  ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,2018-03-02,18:06:47.40,-44.4500, -76.6000, 12.9,TRUE    ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,16,3.686, 5.0,16,-1.390,-1.490, 2.880,-0.110,-2.630,-1.320, 16.00,81.00, -26.00,111.00,64.00,-170.00,16, 4.347,11.00, 66.00,-3.025,24.00,331.00,-1.322,63.00,179.00
611774428 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=611774428&out_format=ISF2&request=COMPREHENSIVE>,se  ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,2018-03-07,22:33:01.51,-30.7198, -71.4344, 47.1,        ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,15,5.810, 4.4,15, 5.165, 0.434,-5.598, 1.174, 0.270,-1.790,  9.23,36.74, 108.92,166.07,55.53,  76.39,15, 5.692,75.00, 35.00,-5.921,10.00,266.00, 0.229,11.00,174.00
611801679 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=611801679&out_format=ISF2&request=COMPREHENSIVE>,se  ,GFZ <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GFZ>      ,2018-03-19,12:51:16.53,-32.3920, -69.3040,130.0,TRUE    ,GFZ <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GFZ>      ,16,3.123, 4.9,16, 0.346, 0.933,-1.279,-0.969, 2.738,-0.022,190.13,71.64, 173.82,282.09,84.14,  18.46,16, 3.032,17.16,147.50,-3.206, 8.66, 54.81, 0.174,70.66,299.10
611801679 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=611801679&out_format=ISF2&request=COMPREHENSIVE>,se  ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,2018-03-19,12:51:17.12,-32.3782, -69.4389,113.1,        ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,16,3.170, 4.9,16,-0.445, 1.147,-0.702,-1.511, 2.533,-0.579,187.39,65.07, 173.70,280.05,84.29,  25.07,16, 3.541,22.00,147.00,-2.566,13.00, 51.00,-0.975,64.00,292.00
611801679 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=611801679&out_format=ISF2&request=COMPREHENSIVE>,se  ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,2018-03-19,12:51:17.20,-32.3814, -69.5574,100.5,TRUE    ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,16,3.550, 5.0,16,-0.495, 1.126,-0.630,-0.553, 3.397,-0.087,187.13,81.43, 179.34,277.22,89.35,   8.57,16, 3.812, 7.00,142.00,-3.287, 6.00, 52.00,-0.525,81.00,282.00
611801679 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=611801679&out_format=ISF2&request=COMPREHENSIVE>,se  ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,2018-03-19,12:51:26.60,-32.4400, -69.7600,112.6,TRUE    ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,16,3.848, 5.0,16,-0.679, 1.680,-0.990,-0.979, 3.270, 1.010, 99.00,76.00, -20.00,194.00,71.00,-165.00,16, 3.890, 3.00,147.00,-3.806,24.00, 55.00,-0.079,66.00,244.00
611803699 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=611803699&out_format=ISF2&request=COMPREHENSIVE>,ke  ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,2018-03-22,04:30:51.37,-32.0026, -68.9298, 24.7,        ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,15,3.210, 4.3,15,-0.661, 0.693,-0.032, 0.603, 2.729,-1.421,  7.44,75.39,-152.32,269.90,63.28, -16.41,15, 3.151, 8.00,137.00,-3.261,30.00,231.00, 0.110,59.00, 33.00
611805385 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=611805385&out_format=ISF2&request=COMPREHENSIVE>,se  ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,2018-03-22,12:48:40.40,-38.7348, -75.2318, 10.0,        ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,15,3.070, 4.3,15,-3.175, 0.364, 2.811, 0.439, 0.149,-0.420,190.48,41.70, -79.10,356.01,49.21, -99.56,15, 2.846, 4.00, 93.00,-3.260,82.00,210.00, 0.414, 7.00,  2.00
611850235 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=611850235&out_format=ISF2&request=COMPREHENSIVE>,se  ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,2018-04-01,01:14:42.26,-30.1802, -72.0863, 10.0,        ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,16,1.480, 4.7,16, 1.257, 0.103,-1.360, 0.081,-0.139,-0.678, 11.96,31.88, 100.73,179.38,58.74,  83.39,16, 1.431,75.00, 71.00,-1.533,14.00,274.00, 0.102, 6.00,183.00
611850235 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=611850235&out_format=ISF2&request=COMPREHENSIVE>,se  ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,2018-04-01,01:14:44.30,-30.3000, -72.4400, 23.1,TRUE    ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,16,3.256, 4.9,16, 2.930,-0.361,-2.570,-0.048, 0.193,-1.730,178.00,61.00,  93.00,353.00,29.00,  85.00,16, 3.432,74.00, 95.00,-3.080,16.00,266.00,-0.353, 2.00,357.00
611868130 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=611868130&out_format=ISF2&request=COMPREHENSIVE>,se  ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,2018-04-05,06:32:40.68,-42.5545, -74.1712, 26.6,        ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,16,3.070, 4.9,16, 1.196, 0.193,-1.389,-0.005,-0.577,-2.719, 40.25,16.24, 127.73,181.39,77.22,  79.90,16, 2.948,57.00, 78.00,-3.179,32.00,280.00, 0.231,10.00,184.00
611868130 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=611868130&out_format=ISF2&request=COMPREHENSIVE>,se  ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,2018-04-05,06:32:44.40,-42.6000, -74.4600, 37.1,TRUE    ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,16,6.236, 5.1,16, 5.030,-0.684,-4.340, 0.347,-0.153,-4.100,  5.00,25.00,  97.00,178.00,66.00,  87.00,16, 6.590,69.00, 82.00,-5.881,21.00,270.00,-0.704, 3.00,179.00
611872858 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=611872858&out_format=ISF2&request=COMPREHENSIVE>,ke  ,IPGP <https://www.isc.ac.uk/cgi-bin/agency-get?agency=IPGP>     ,2018-04-10,10:19:34.00,-30.9860, -71.5570, 72.0,        ,IPGP <https://www.isc.ac.uk/cgi-bin/agency-get?agency=IPGP>     ,  ,     , 6.3,  ,      ,      ,      ,      ,      ,      , 89.00,39.00,-142.00,328.00,67.00, -58.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
611872858 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=611872858&out_format=ISF2&request=COMPREHENSIVE>,ke  ,GFZ <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GFZ>      ,2018-04-10,10:19:34.16,-30.9640, -71.3900, 69.0,TRUE    ,GFZ <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GFZ>      ,18,2.457, 6.2,18,-2.107, 0.968, 1.139, 0.671,-0.621,-1.365,134.63,26.21,-101.67,327.60,64.37, -84.31,18, 2.193,19.18, 53.34,-2.656,70.10,249.47, 0.463, 5.13,145.13
611872858 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=611872858&out_format=ISF2&request=COMPREHENSIVE>,ke  ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,2018-04-10,10:19:34.37,-31.0258, -71.5292, 66.0,        ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,18,3.200, 6.1,18,-1.918, 1.776, 0.142, 0.493,-0.762,-2.451, 92.84,30.19,-141.47,328.29,71.74, -65.53,18, 2.681,23.00, 40.00,-3.546,56.00,270.00, 0.866,23.00,140.00
611872858 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=611872858&out_format=ISF2&request=COMPREHENSIVE>,ke  ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,2018-04-10,10:19:34.37,-31.0258, -71.5292, 66.0,        ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,18,1.980, 6.1,18,-1.406, 0.907, 0.498, 0.592,-0.590,-1.303,111.80,25.25,-121.13,325.54,68.58, -76.30,18, 1.845,22.00, 45.00,-2.092,64.00,258.00, 0.247,13.00,140.00
611872858 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=611872858&out_format=ISF2&request=COMPREHENSIVE>,ke  ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,2018-04-10,10:19:35   ,-30.9896, -71.4587, 70.5,TRUE    ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,18,2.670, 6.2,18,-1.920, 1.230, 0.690, 0.598,-0.685,-1.920,112.44,25.27,-124.85,330.03,69.49, -74.91,18, 2.388,23.00, 48.00,-2.947,63.00,264.00, 0.559,14.00,145.00
611872858 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=611872858&out_format=ISF2&request=COMPREHENSIVE>,ke  ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,2018-04-10,10:19:36.50,-31.0500, -71.5800, 81.7,TRUE    ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,18,2.723, 6.2,18,-2.200, 1.250, 0.950, 0.521,-0.677,-1.830,120.00,26.00,-118.00,331.00,67.00, -77.00,18, 2.397,21.00, 51.00,-3.048,66.00,264.00, 0.651,12.00,146.00
611875491 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=611875491&out_format=ISF2&request=COMPREHENSIVE>,se  ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,2018-04-11,16:44:07.42,-27.1805, -71.9457, 10.0,        ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,15,3.570, 4.3,15,-3.294,-0.037, 3.332, 0.157, 1.309,-0.210, 14.60,46.36, -96.04,203.31,43.97, -83.71,15, 3.784, 1.00,109.00,-3.314,85.00,214.00,-0.469, 4.00, 19.00
611882581 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=611882581&out_format=ISF2&request=COMPREHENSIVE>,se  ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,2018-04-16,12:31:35.09,-29.8213, -71.7342, 36.5,        ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,16,1.850, 4.8,16, 1.685, 0.111,-1.796, 0.166,-0.048,-0.604,  7.69,35.81,  99.93,175.51,54.80,  82.91,16, 1.804,79.00, 59.00,-1.898,10.00,271.00, 0.093, 6.00,180.00
611932470 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=611932470&out_format=ISF2&request=COMPREHENSIVE>,se  ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,2018-04-26,05:32:49.50,-30.6517, -70.9453, 60.5,TRUE    ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,16,1.660, 4.7,16, 1.316, 0.004,-1.320, 0.119, 0.787,-0.685,163.40,57.66, 100.19,324.82,33.75,  74.39,16, 1.487,75.00,102.00,-1.830,12.00,246.00, 0.343, 9.00,338.00
611932470 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=611932470&out_format=ISF2&request=COMPREHENSIVE>,se  ,GFZ <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GFZ>      ,2018-04-26,05:32:50.09,-30.6740, -71.1240, 65.0,TRUE    ,GFZ <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GFZ>      ,16,1.964, 4.8,16, 1.809, 0.263,-2.073, 0.032, 0.006, 0.193,  1.03,47.85,  91.61,178.62,42.17,  88.22,16, 1.820,86.92,292.76,-2.082, 2.84, 89.88, 0.263, 1.20,179.94
611923006 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=611923006&out_format=ISF2&request=COMPREHENSIVE>,se  ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,2018-05-02,16:09:54.76,-33.2584, -70.0097,111.2,        ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,16,2.650, 4.9,16,-2.519,-0.042, 2.561,-0.336, 0.563,-0.366, 17.62,49.97, -82.23,185.64,40.65, -99.14,16, 2.713, 5.00,102.00,-2.580,82.00,334.00,-0.133, 6.00,193.00
611923006 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=611923006&out_format=ISF2&request=COMPREHENSIVE>,se  ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,2018-05-02,16:09:54.80,-33.2530, -69.7717,110.5,TRUE    ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,16,2.100, 4.8,16,-2.238, 0.483, 1.755, 0.071, 0.344,-0.500,  9.83,51.61, -95.00,197.84,38.66, -83.73,16, 1.896, 6.00,103.00,-2.304,82.00,252.00, 0.409, 4.00, 13.00
611923006 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=611923006&out_format=ISF2&request=COMPREHENSIVE>,se  ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,2018-05-02,16:09:57.00,-33.3000, -70.0600,103.4,TRUE    ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,16,3.948, 5.0,16,-3.280,-1.010, 4.290,-0.144,-0.690,-0.924,166.00,39.00,-100.00,359.00,52.00, -82.00,16, 4.482, 7.00, 83.00,-3.413,81.00,307.00,-1.070, 6.00,174.00
611928815 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=611928815&out_format=ISF2&request=COMPREHENSIVE>,se  ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,2018-05-04,20:25:34.06,-29.8143, -71.4232, 38.5,        ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,16,1.730, 4.8,16, 1.452, 0.172,-1.624, 0.379, 0.206,-0.654,  5.63,34.14, 109.51,162.46,58.07,  77.24,16, 1.659,74.00, 39.00,-1.797,12.00,262.00, 0.138,11.00,169.00
611928815 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=611928815&out_format=ISF2&request=COMPREHENSIVE>,se  ,GFZ <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GFZ>      ,2018-05-04,20:25:34.42,-29.7670, -71.3810, 53.0,TRUE    ,GFZ <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GFZ>      ,16,1.651, 4.8,16, 1.568,-0.090,-1.479, 0.453, 0.344,-0.272,154.36,52.98,  74.68,358.83,39.65, 109.31,16, 1.694,75.99, 13.83,-1.603, 6.82,255.21,-0.091,12.18,163.73
611928815 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=611928815&out_format=ISF2&request=COMPREHENSIVE>,se  ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,2018-05-04,20:25:35.30,-29.6700, -71.7200, 52.1,TRUE    ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,16,5.104, 5.1,16, 1.070, 4.250,-5.320, 1.340, 0.668,-0.650, 40.00,71.00, 171.00,133.00,81.00,  19.00,16, 4.756,20.00,358.00,-5.453, 7.00,265.00, 0.697,69.00,157.00
611930847 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=611930847&out_format=ISF2&request=COMPREHENSIVE>,se  ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,2018-05-06,02:44:19.40,-34.1714, -72.1895, 23.5,TRUE    ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,16,8.720, 5.2,16, 5.356, 0.683,-6.039,-0.396,-1.759,-6.382, 24.73,22.29, 107.84,185.55,68.84,  82.84,16, 8.231,65.00, 83.00,-9.213,24.00,281.00, 0.982, 7.00,188.00
611930847 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=611930847&out_format=ISF2&request=COMPREHENSIVE>,se  ,GFZ <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GFZ>      ,2018-05-06,02:44:19.54,-34.2810, -72.2670, 38.0,TRUE    ,GFZ <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GFZ>      ,16,9.079, 5.2,16, 5.263,-1.307,-3.956, 1.066,-1.523,-7.512, 35.05,19.33, 124.83,178.64,74.24,  78.67,16, 9.722,59.24, 72.88,-8.256,28.37,277.72,-1.466,10.90,181.75
611930847 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=611930847&out_format=ISF2&request=COMPREHENSIVE>,se  ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,2018-05-06,02:44:20.03,-34.2685, -72.2680, 12.1,        ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,16,5.370, 5.1,16, 2.204,-0.177,-2.027, 0.402,-1.366,-4.728, 52.44,19.46, 141.10,179.71,77.92,  74.63,16, 5.477,55.00, 71.00,-5.264,31.00,282.00,-0.213,15.00,183.00
611930847 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=611930847&out_format=ISF2&request=COMPREHENSIVE>,se  ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,2018-05-06,02:44:25.70,-34.2300, -72.4800, 31.5,TRUE    ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,17,1.022, 5.3,17, 0.700, 0.004,-0.700,-0.083,-0.236,-0.701, 25.00,24.00, 105.00,190.00,67.00,  84.00,17, 0.990,67.00, 88.00,-1.053,22.00,284.00, 0.063, 6.00,192.00
